transcript_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.15098.1,7,0,16,124,134,85
MSTRG.15096.2,0,0,23,16,21,35
MSTRG.15096.3,0,5,29,34,20,0
MSTRG.15096.1,163,265,293,1168,840,617
MSTRG.15096.4,33,0,0,0,6,5
MSTRG.15100.1,106,222,175,952,554,337
MSTRG.15100.2,19,0,0,0,10,14
rna-ELECO.r07.3AG0228180.1,2,1,8,20,18,14
MSTRG.15101.1,0,0,15,198,152,112
rna-ELECO.r07.3AG0228250.1,16,6,45,121,127,57
MSTRG.15104.1,12,0,0,3,0,2
rna-ELECO.r07.3AG0228260.1,15,51,24,16,11,7
MSTRG.15107.1,0,11,7,15,12,7
MSTRG.15108.1,8,0,0,0,0,0
MSTRG.15109.1,36,33,30,184,130,56
rna-ELECO.r07.3AG0228330.1,1,0,1,1,1,1
MSTRG.15106.2,0,0,82,8,254,101
MSTRG.15106.5,0,0,0,230,45,227
MSTRG.15106.7,0,69,0,90,18,0
MSTRG.15106.9,0,0,166,5,158,21
MSTRG.15106.10,0,0,0,50,55,60
MSTRG.15106.3,162,124,12,605,574,86
MSTRG.15106.1,58,83,0,0,207,0
MSTRG.15106.4,3,0,0,267,21,309
rna-ELECO.r07.3AG0228280.1,2,3,1,1,2,1
MSTRG.15106.8,50,0,36,268,154,95
MSTRG.15106.11,18,6,22,84,68,55
MSTRG.15114.1,13,35,19,26,27,19
MSTRG.15117.1,9,23,2,11,9,8
MSTRG.15110.3,0,42,22,33,12,28
MSTRG.15110.1,181,162,182,539,421,329
MSTRG.15110.2,51,23,29,54,107,38
MSTRG.15110.4,19,137,76,362,320,164
MSTRG.15111.1,8,0,0,1,0,1
MSTRG.15112.1,1,11,0,0,0,0
MSTRG.15121.1,8,11,0,14,7,5
MSTRG.15122.1,14,49,20,20,21,13
MSTRG.15120.1,78,69,114,618,591,199
MSTRG.15120.2,48,87,36,32,32,27
MSTRG.15120.3,49,44,207,151,138,313
MSTRG.15120.4,17,0,28,51,39,11
MSTRG.15123.1,15,17,5,26,26,19
MSTRG.15126.1,4,0,13,0,0,0
MSTRG.15124.1,5,46,8,25,20,20
MSTRG.15125.1,17,24,24,47,69,19
MSTRG.15128.1,66,62,70,349,158,201
rna-ELECO.r07.3AG0228550.1,34,42,2,9,158,36
MSTRG.15129.1,0,0,47,118,62,69
MSTRG.15129.2,0,16,29,45,47,6
MSTRG.15129.3,49,69,73,341,275,242
rna-ELECO.r07.3AG0228560.1,6,31,3,19,64,21
MSTRG.15130.1,50,22,23,150,108,66
rna-ELECO.r07.3AG0228580.1,187,222,243,955,766,488
MSTRG.15131.3,0,0,1,14,0,29
MSTRG.15131.1,49,111,13,312,103,122
MSTRG.15131.2,123,208,135,302,484,302
MSTRG.15131.4,18,17,3,1,4,1
MSTRG.15131.5,13,12,46,40,50,12
MSTRG.15132.1,0,0,0,1257,482,48
rna-ELECO.r07.3AG0228610.1,0,0,0,1074,107,84
MSTRG.15132.2,199,192,155,141,502,323
rna-ELECO.r07.3AG0228640.1,0,131,96,143,65,66
MSTRG.15134.1,92,0,145,625,410,133
MSTRG.15135.2,0,0,0,73,78,75
MSTRG.15135.1,50,41,49,654,530,386
MSTRG.15136.1,29,24,101,144,100,81
MSTRG.15133.2,0,490,122,0,382,250
MSTRG.15133.1,1676,1581,1846,7187,4964,3106
rna-ELECO.r07.3AG0228620.1,15,165,318,161,131,18
MSTRG.15137.1,91,120,120,473,363,303
rna-ELECO.r07.3AG0228690.1,1,0,2,5,1,1
MSTRG.15138.1,71,121,122,176,155,119
rna-ELECO.r07.3AG0228700.1,2,0,24,28,8,28
MSTRG.15140.1,32,27,63,104,105,70
rna-ELECO.r07.3AG0228760.1,6,2,2,5,3,5
rna-ELECO.r07.3AG0228750.1,1258,1512,1669,2873,2654,1778
rna-ELECO.r07.3AG0228770.1,191,279,245,1535,1083,641
MSTRG.15142.1,337,1094,381,1850,1185,1596
MSTRG.15142.2,239,0,231,1503,1215,268
MSTRG.15142.3,34,0,0,11,8,0
rna-ELECO.r07.3AG0228780.1,10,0,0,7,11,0
MSTRG.15148.1,10,0,0,3,5,3
rna-ELECO.r07.3AG0228830.1,82,24,8,124,83,71
rna-ELECO.r07.3AG0228810.1,0,0,0,2,2,2
rna-ELECO.r07.3AG0228820.1,0,0,0,3,4,0
MSTRG.15143.1,255,392,368,736,790,480
rna-ELECO.r07.3AG0228800.1,27,6,11,4,12,17
rna-ELECO.r07.3AG0228850.1,0,4,2,34,54,49
MSTRG.15149.1,59,37,37,202,163,107
MSTRG.15151.1,2,17,37,2,9,3
MSTRG.15150.3,0,0,9,185,230,60
MSTRG.15150.1,0,0,4,40,42,38
rna-ELECO.r07.3AG0228890.1,0,0,0,0,0,0
MSTRG.15150.2,40,85,65,330,281,307
MSTRG.15150.4,27,59,19,160,122,61
rna-ELECO.r07.3AG0228900.1,26,10,26,41,45,18
rna-ELECO.r07.3AG0228920.1,335,736,656,636,446,302
rna-ELECO.r07.3AG0228940.1,33,63,77,216,225,135
MSTRG.15156.3,0,0,0,29,0,65
MSTRG.15156.1,30,25,41,207,129,43
MSTRG.15156.2,12,0,0,21,110,18
rna-ELECO.r07.3AG0228980.1,16,0,6,5,26,0
rna-ELECO.r07.3AG0228990.1,1,0,5,12,4,1
MSTRG.15159.1,31,22,36,21,15,3
rna-ELECO.r07.3AG0229010.1,0,0,0,0,0,0
MSTRG.15160.1,37,101,97,21,13,23
rna-ELECO.r07.3AG0229020.1,607,1509,1405,2173,1726,528
MSTRG.15162.1,299,416,320,734,542,344
MSTRG.15163.2,0,4,14,6,6,2
MSTRG.15163.1,5,7,0,76,65,46
MSTRG.15163.3,47,47,0,80,51,32
MSTRG.15166.1,14,8,14,0,0,0
rna-ELECO.r07.3AG0229130.1,19,43,7,456,650,347
rna-ELECO.r07.3AG0229120.1,854,1065,1029,688,587,471
MSTRG.15171.1,13,41,50,332,325,149
MSTRG.15174.1,10,0,2,0,0,0
MSTRG.15173.1,66,147,149,813,721,474
MSTRG.15175.1,39,69,33,195,196,116
rna-ELECO.r07.3AG0229150.1,1175,986,1229,339,338,341
MSTRG.15176.1,14,0,0,0,0,0
MSTRG.15177.1,12,0,0,0,0,0
MSTRG.15178.1,13,0,15,57,63,36
rna-ELECO.r07.3AG0229240.1,53,48,118,889,722,427
MSTRG.15180.3,0,0,0,32,1,4
MSTRG.15180.1,8,6,15,101,139,56
MSTRG.15180.2,11,0,16,122,107,77
MSTRG.15182.2,0,0,0,26,39,49
MSTRG.15182.1,48,17,14,145,139,74
rna-ELECO.r07.3AG0229300.1,0,0,0,23,38,144
MSTRG.15184.1,7,56,81,624,499,180
rna-ELECO.r07.3AG0229280.1,0,0,0,129,245,160
MSTRG.15181.1,333,765,596,2168,1606,1134
rna-ELECO.r07.3AG0229310.1,70,36,26,79,108,16
MSTRG.15186.1,33,95,284,664,523,306
MSTRG.15186.2,288,20,207,217,250,44
MSTRG.15186.3,81,462,10,135,171,133
MSTRG.15186.4,2,0,18,30,30,36
MSTRG.15186.5,82,0,110,54,18,94
MSTRG.15188.1,5,41,32,71,70,53
rna-ELECO.r07.3AG0229330.1,231,424,372,1474,1063,544
rna-ELECO.r07.3AG0229410.1,19,50,41,28,56,16
rna-ELECO.r07.3AG0229370.1,2414,2969,3263,10628,7438,5284
MSTRG.15193.1,531,640,851,293,572,450
MSTRG.15195.1,12,0,9,34,54,36
MSTRG.15194.1,313,524,571,809,926,699
MSTRG.15196.1,161,312,288,419,556,431
MSTRG.15196.2,140,17,196,729,521,283
MSTRG.15198.2,0,0,2,88,57,48
MSTRG.15198.1,13,50,29,74,141,55
MSTRG.15197.1,0,0,23,60,73,41
MSTRG.15197.3,0,69,57,201,151,107
MSTRG.15197.4,0,43,0,0,0,0
MSTRG.15197.2,37,33,29,262,146,74
rna-ELECO.r07.3AG0229570.1,0,0,33,32,162,41
MSTRG.15199.1,153,162,273,940,699,450
MSTRG.15199.2,72,4,9,138,19,129
MSTRG.15200.1,96,246,135,364,344,179
MSTRG.15200.2,7,21,9,50,65,27
MSTRG.15200.3,31,25,6,18,32,29
MSTRG.15200.4,8,0,21,5,0,4
rna-ELECO.r07.3AG0229600.1,0,0,0,0,0,0
MSTRG.15202.1,152,222,207,350,338,169
MSTRG.15204.1,3,13,11,50,51,31
rna-ELECO.r07.3AG0229610.1,0,1,2,496,630,341
MSTRG.15203.3,0,8,0,1,1,1
MSTRG.15203.1,12,55,90,838,437,377
MSTRG.15206.1,408,416,450,1957,1567,931
rna-ELECO.r07.3AG0229630.1,6,11,49,534,403,424
MSTRG.15208.1,26,42,45,71,51,40
rna-ELECO.r07.3AG0229670.1,1,38,9,17,10,5
MSTRG.15207.4,0,0,9,36,52,32
MSTRG.15207.1,211,111,240,482,389,300
MSTRG.15207.2,40,0,5,48,30,42
MSTRG.15207.3,21,75,42,170,147,76
rna-ELECO.r07.3AG0229680.1,7,31,11,41,17,16
rna-ELECO.r07.3AG0229690.1,6,39,11,17,26,10
rna-ELECO.r07.3AG0229700.1,12,28,17,37,30,7
MSTRG.15213.1,94,152,177,117,100,65
rna-ELECO.r07.3AG0229710.1,5,27,31,36,21,26
rna-ELECO.r07.3AG0229720.1,1,1,1,8,1,1
rna-ELECO.r07.3AG0229730.1,1,2,10,2,2,1
rna-ELECO.r07.3AG0229740.1,12,51,33,28,31,6
rna-ELECO.r07.3AG0229750.1,14,22,16,33,30,29
rna-ELECO.r07.3AG0229760.1,37,19,16,68,46,29
MSTRG.15220.1,0,0,0,0,0,11
rna-ELECO.r07.3AG0229830.1,0,0,0,0,0,0
MSTRG.15220.2,78,120,128,143,168,102
rna-ELECO.r07.3AG0229820.1,38,60,50,51,13,4
MSTRG.15222.1,1,0,6,63,48,21
MSTRG.15223.1,14,0,13,10,14,8
MSTRG.15221.1,188,148,180,848,666,426
rna-ELECO.r07.3AG0229850.1,11,0,0,8,4,7
rna-ELECO.r07.3AG0229920.1,24,22,20,68,85,27
MSTRG.15224.1,0,0,0,312,0,0
rna-ELECO.r07.3AG0229900.1,0,0,0,0,0,0
MSTRG.15224.2,390,308,229,38,280,182
MSTRG.15226.1,12,9,1,9,7,0
MSTRG.15227.1,2,6,13,4,0,1
MSTRG.15230.1,116,303,390,136,153,134
MSTRG.15230.2,14,0,47,47,32,14
MSTRG.15230.3,265,391,113,108,101,51
rna-ELECO.r07.3AG0229940.1,0,7,145,406,170,183
MSTRG.15231.1,94,67,98,483,517,219
rna-ELECO.r07.3AG0229950.1,0,0,0,471,249,444
MSTRG.15232.3,0,0,4,0,0,1
rna-ELECO.r07.3AG0229960.1,0,0,0,0,0,0
MSTRG.15232.1,43,85,77,1433,1845,1076
rna-ELECO.r07.3AG0230020.1,24,9,23,101,97,73
MSTRG.15239.3,0,74,60,79,67,91
MSTRG.15239.5,0,28,102,26,83,67
MSTRG.15239.6,0,41,115,130,51,0
MSTRG.15239.7,0,0,0,108,57,47
MSTRG.15239.8,0,135,0,38,0,5
rna-ELECO.r07.3AG0230040.1,0,10,4,11,94,18
MSTRG.15239.1,236,38,126,1059,848,536
MSTRG.15239.2,2,0,0,120,163,5
MSTRG.15239.4,0,105,95,56,162,217
MSTRG.15239.10,13,71,43,43,49,17
MSTRG.15241.1,96,137,105,372,352,221
MSTRG.15240.2,0,0,80,2,0,0
rna-ELECO.r07.3AG0230050.1,147,210,167,722,514,358
MSTRG.15234.1,0,0,15,179,133,133
rna-ELECO.r07.3AG0229970.1,0,0,0,6,9,3
MSTRG.15234.2,26,66,0,158,157,93
rna-ELECO.r07.3AG0229980.1,90,58,77,77,76,59
rna-ELECO.r07.3AG0229990.1,84,63,92,40,34,17
MSTRG.15237.1,2454,2736,3359,2053,2149,2156
rna-ELECO.r07.3AG0230000.1,3369,3083,3655,2812,2961,2893
MSTRG.15242.1,52,0,61,57,135,36
MSTRG.15242.2,31,0,58,128,16,39
MSTRG.15242.3,72,27,60,383,197,95
MSTRG.15242.5,61,61,0,15,6,166
MSTRG.15242.4,6,159,62,755,748,360
rna-ELECO.r07.3AG0230080.1,99,86,158,54,96,58
MSTRG.15243.2,0,181,0,0,0,0
MSTRG.15243.1,736,902,979,281,358,419
rna-ELECO.r07.3AG0230070.1,167,254,628,91,157,181
rna-ELECO.r07.3AG0230090.1,163,256,185,1135,858,553
MSTRG.15247.1,23,0,4,107,66,38
rna-ELECO.r07.3AG0230130.1,0,0,0,63,50,18
rna-ELECO.r07.3AG0230140.1,0,15,0,21,12,3
MSTRG.15250.1,25,40,56,214,187,118
MSTRG.15248.2,0,0,0,0,420,80
rna-ELECO.r07.3AG0230110.1,0,8,0,0,0,22
MSTRG.15248.1,99,197,130,821,498,550
rna-ELECO.r07.3AG0230100.1,58,85,52,233,113,114
MSTRG.15248.5,17,0,0,0,0,0
MSTRG.15249.1,28,23,42,129,123,84
MSTRG.15249.2,8,0,11,38,53,16
MSTRG.15252.1,78,143,101,614,453,256
rna-ELECO.r07.3AG0230190.1,45,59,38,9,29,22
rna-ELECO.r07.3AG0230210.1,21,0,0,3,5,0
MSTRG.15255.1,6,39,8,0,4,0
MSTRG.15257.1,53,36,71,284,278,180
MSTRG.15258.1,26,55,65,133,126,39
rna-ELECO.r07.3AG0230240.1,10,0,0,9,5,3
MSTRG.15260.1,23,0,3,0,0,0
rna-ELECO.r07.3AG0230260.1,4420,6661,6375,7,21,13
rna-ELECO.r07.3AG0230280.1,24,5,26,45,32,23
rna-ELECO.r07.3AG0230300.1,2,0,17,43,28,25
rna-ELECO.r07.3AG0230290.1,0,0,0,15,32,17
MSTRG.15262.1,12,62,23,390,354,232
MSTRG.15261.1,2527,2896,2934,5989,4173,2522
rna-ELECO.r07.3AG0230270.1,16,171,257,425,186,293
MSTRG.15263.1,0,94,236,657,165,198
MSTRG.15263.2,0,0,0,93,66,0
MSTRG.15263.3,241,0,109,171,615,258
rna-ELECO.r07.3AG0230310.1,74,114,4,5,10,23
MSTRG.15265.1,13,0,0,33,23,10
rna-ELECO.r07.3AG0230320.1,0,0,0,19,12,0
MSTRG.15264.3,0,211,0,15,0,0
MSTRG.15264.2,443,696,951,2878,2115,1522
rna-ELECO.r07.3AG0230340.1,0,10,8,39,23,16
MSTRG.15266.1,485,862,959,542,496,388
rna-ELECO.r07.3AG0230350.1,73,95,59,244,169,140
MSTRG.15269.1,11,14,4,13,32,14
MSTRG.15268.1,0,0,0,135,54,68
MSTRG.15268.3,0,0,0,48,131,0
MSTRG.15268.2,46,76,133,128,27,98
MSTRG.15270.1,24,50,56,97,74,61
rna-ELECO.r07.3AG0230400.1,8,0,30,17,15,11
rna-ELECO.r07.3AG0230420.1,0,0,41,76,88,0
MSTRG.15272.1,443,817,729,1400,1205,999
MSTRG.15273.2,0,0,44,0,0,0
rna-ELECO.r07.3AG0230430.1,47,56,31,0,3,7
MSTRG.15274.1,0,83,0,0,0,0
rna-ELECO.r07.3AG0230440.1,0,4,41,33,25,9
MSTRG.15274.2,117,18,36,39,41,47
MSTRG.15275.1,57,96,64,742,383,78
rna-ELECO.r07.3AG0230470.1,4,13,42,37,32,3
MSTRG.15277.2,46,8,22,194,103,93
MSTRG.15276.3,0,111,22,514,403,250
MSTRG.15276.1,238,47,140,604,521,512
MSTRG.15276.2,570,760,652,2281,2285,1495
rna-ELECO.r07.3AG0230460.1,8,3,5,61,114,3
rna-ELECO.r07.3AG0230480.1,81,60,75,157,169,125
MSTRG.15279.1,173,228,190,11,5,4
MSTRG.15279.2,25,0,40,0,0,0
rna-ELECO.r07.3AG0230500.1,60,22,35,225,192,78
MSTRG.15281.1,129,39,101,590,604,289
rna-ELECO.r07.3AG0230520.1,81,73,120,503,305,337
rna-ELECO.r07.3AG0230570.1,26,0,9,27,22,21
MSTRG.15282.1,24,62,73,156,40,32
MSTRG.15282.2,56,15,29,125,181,135
rna-ELECO.r07.3AG0230590.1,6,0,0,49,61,32
rna-ELECO.r07.3AG0230580.1,331,598,745,1453,1430,695
MSTRG.15286.1,446,405,497,1306,973,884
rna-ELECO.r07.3AG0230620.1,17,193,76,150,417,148
MSTRG.15287.1,25,127,53,66,51,75
MSTRG.15287.2,321,409,559,1892,1662,1021
MSTRG.15290.1,72,137,76,245,234,97
MSTRG.15288.1,321,480,408,301,644,246
rna-ELECO.r07.3AG0230650.1,1020,840,1412,783,446,524
MSTRG.15289.1,679,595,522,55,130,112
rna-ELECO.r07.3AG0230660.1,3,5,9,8,29,8
rna-ELECO.r07.3AG0230680.1,168,238,217,705,633,356
MSTRG.15292.2,0,0,0,0,0,40
MSTRG.15292.1,145,24,207,34,110,49
rna-ELECO.r07.3AG0230720.1,48,273,15,167,55,46
rna-ELECO.r07.3AG0230730.1,103,85,62,795,584,391
rna-ELECO.r07.3AG0230760.1,0,0,0,0,0,0
MSTRG.15294.1,317,513,484,795,797,605
MSTRG.15296.1,4,36,15,48,71,50
rna-ELECO.r07.3AG0230800.1,0,0,19,46,52,21
MSTRG.15298.1,30,52,55,75,68,66
MSTRG.15297.1,128,306,166,296,376,226
rna-ELECO.r07.3AG0230790.1,26,108,125,196,88,52
rna-ELECO.r07.3AG0230830.1,131,0,2,919,1572,406
MSTRG.15300.2,0,0,0,483,572,108
MSTRG.15300.1,84,65,71,278,91,419
rna-ELECO.r07.3AG0230840.1,2,1,28,9,5,0
rna-ELECO.r07.3AG0230860.1,0,0,322,1111,486,565
MSTRG.15302.1,482,814,233,1518,1760,772
MSTRG.15295.1,452,363,1026,457,875,880
MSTRG.15295.3,197,132,167,79,105,143
MSTRG.15295.4,246,17,492,62,129,309
MSTRG.15295.2,105,144,119,54,96,146
MSTRG.15295.5,55,122,117,14,115,27
MSTRG.15295.6,105,321,336,97,72,23
MSTRG.15295.7,96,155,127,5,19,13
MSTRG.15295.8,292,264,173,167,369,80
MSTRG.15295.9,163,122,257,37,66,128
MSTRG.15295.10,70,122,93,12,197,14
MSTRG.15295.12,205,290,431,496,463,388
MSTRG.15295.11,80,405,68,228,63,38
MSTRG.15295.13,457,387,71,266,143,116
MSTRG.15295.14,274,194,74,117,36,22
rna-ELECO.r07.3AG0230770.1,3,85,8,36,3,14
rna-ELECO.r07.3AG0230870.1,52,57,83,118,117,84
MSTRG.15303.2,0,0,121,1587,464,67
MSTRG.15303.3,0,0,0,660,387,763
MSTRG.15303.4,0,0,2,15,1,236
MSTRG.15303.1,941,1335,1420,1216,1463,632
rna-ELECO.r07.3AG0230880.1,49,10,9,6,3,4
rna-ELECO.r07.3AG0230890.1,42,97,55,50,61,28
MSTRG.15308.1,30,38,27,0,0,0
MSTRG.15310.2,0,0,0,5,73,0
MSTRG.15314.1,0,8,13,0,0,0
MSTRG.15309.1,23,25,3,0,0,0
rna-ELECO.r07.3AG0230910.1,26,0,15,157,67,85
MSTRG.15311.1,67,52,9,1,0,0
MSTRG.15312.1,54,40,38,0,0,0
MSTRG.15313.1,18,35,64,2,0,0
rna-ELECO.r07.3AG0230920.1,20,66,43,95,88,64
MSTRG.15316.1,0,0,546,337,555,255
MSTRG.15316.2,0,12,1,272,113,54
MSTRG.15316.5,0,701,83,464,24,77
MSTRG.15316.3,154,0,0,243,83,66
rna-ELECO.r07.3AG0230930.1,148,13,17,101,354,368
MSTRG.15317.2,0,0,85,0,72,0
MSTRG.15317.3,0,44,0,2,0,0
MSTRG.15317.1,23,46,66,340,191,140
rna-ELECO.r07.3AG0230950.1,140,81,6,66,24,3
MSTRG.15318.1,33,77,27,153,149,68
rna-ELECO.r07.3AG0230960.1,464,612,606,1385,1174,818
rna-ELECO.r07.3AG0230970.1,53,45,24,89,96,39
rna-ELECO.r07.3AG0230980.1,121,85,69,108,88,28
rna-ELECO.r07.3AG0230990.1,0,0,0,0,0,0
rna-ELECO.r07.3AG0231000.1,0,0,0,0,0,0
MSTRG.15321.1,422,544,447,1516,1140,904
MSTRG.15321.2,11,194,160,531,603,387
rna-ELECO.r07.3AG0231020.1,441,508,499,544,551,375
MSTRG.15325.1,0,0,4,404,460,304
MSTRG.15325.2,11,17,29,233,213,129
MSTRG.15326.1,14,2,51,61,67,48
rna-ELECO.r07.3AG0231070.1,22,30,19,43,57,27
MSTRG.15327.1,36,261,196,1002,826,566
rna-ELECO.r07.3AG0231060.1,240,134,125,130,112,61
rna-ELECO.r07.3AG0231080.1,163,243,158,1013,805,570
MSTRG.15330.1,125,149,273,105,68,101
rna-ELECO.r07.3AG0231090.1,192,172,270,31,80,21
MSTRG.15331.1,178,113,41,160,100,129
rna-ELECO.r07.3AG0231100.1,176,120,160,422,307,87
MSTRG.15332.1,0,0,0,301,327,136
rna-ELECO.r07.3AG0231110.1,102,47,43,4,5,3
MSTRG.15333.1,957,1493,1371,892,882,691
rna-ELECO.r07.3AG0231120.1,119,23,159,188,155,111
MSTRG.15334.3,0,57,0,0,0,0
MSTRG.15334.1,10,40,208,212,80,129
MSTRG.15334.2,137,15,57,82,19,63
rna-ELECO.r07.3AG0231130.1,171,325,346,401,496,269
MSTRG.15337.1,16,13,33,55,67,46
rna-ELECO.r07.3AG0231150.1,958,1100,1837,1007,939,796
rna-ELECO.r07.3AG0231170.1,141,162,199,683,608,392
MSTRG.15338.1,9,2,9,2,2,2
rna-ELECO.r07.3AG0231180.1,136,164,168,63,104,140
MSTRG.15341.1,0,1,1,63,46,25
MSTRG.15341.3,0,5,1,1,0,1
MSTRG.15341.2,48,26,95,448,287,152
MSTRG.15342.1,0,56,140,6,8,6
MSTRG.15343.1,0,13,33,0,0,0
rna-ELECO.r07.3AG0231210.1,5,15,68,0,0,0
MSTRG.15342.3,42,68,57,0,0,0
MSTRG.15342.4,23,106,76,0,0,0
rna-ELECO.r07.3AG0231220.1,35,44,81,329,210,219
rna-ELECO.r07.3AG0231230.1,199,279,289,986,765,602
rna-ELECO.r07.3AG0231240.1,50,57,25,191,235,284
rna-ELECO.r07.3AG0231250.1,0,0,0,43,13,7
rna-ELECO.r07.3AG0231260.1,0,0,0,412,63,26
MSTRG.15347.1,13,143,77,574,365,150
MSTRG.15348.1,55,204,43,212,194,118
rna-ELECO.r07.3AG0231270.1,5,4,27,100,4,24
MSTRG.15349.2,0,43,0,18,11,18
rna-ELECO.r07.3AG0231280.1,62,26,91,184,175,125
rna-ELECO.r07.3AG0231300.1,195,236,188,141,129,67
rna-ELECO.r07.3AG0231310.1,946,899,601,668,966,438
MSTRG.15352.1,1520,1681,1892,8770,6252,3717
rna-ELECO.r07.3AG0231320.1,24,5,22,67,42,27
rna-ELECO.r07.3AG0231330.1,13,5,25,40,55,41
rna-ELECO.r07.3AG0231360.1,5,5,14,26,47,11
rna-ELECO.r07.3AG0231370.1,10,0,0,18,14,11
rna-ELECO.r07.3AG0231390.1,0,0,24,34,6,3
MSTRG.15357.1,47,130,51,287,280,181
MSTRG.15353.3,0,19,0,0,76,0
MSTRG.15353.8,0,0,38,91,65,130
MSTRG.15353.1,22,0,62,92,41,50
MSTRG.15353.2,5,0,20,9,10,23
MSTRG.15353.4,23,67,83,322,161,104
MSTRG.15353.5,357,570,606,1423,1125,780
MSTRG.15353.6,1,53,7,8,0,0
MSTRG.15353.7,106,60,24,476,523,153
rna-ELECO.r07.3AG0231450.1,107,116,78,105,67,69
MSTRG.15361.2,0,0,0,0,15,0
MSTRG.15361.1,7,0,31,205,171,184
rna-ELECO.r07.3AG0231470.1,9,0,11,10,29,18
rna-ELECO.r07.3AG0231400.1,0,17,12,10,12,17
MSTRG.15358.2,0,0,0,27,33,0
MSTRG.15358.3,0,0,11,18,0,0
rna-ELECO.r07.3AG0231410.1,0,0,0,0,0,0
MSTRG.15359.1,167,200,130,86,84,85
MSTRG.15359.2,515,484,708,368,408,304
rna-ELECO.r07.3AG0231480.1,38,11,19,12,16,15
rna-ELECO.r07.3AG0231490.1,68,87,50,27,44,18
MSTRG.15365.3,0,0,0,0,111,180
MSTRG.15365.4,0,21,0,0,2,0
MSTRG.15364.1,178,357,373,125,260,78
rna-ELECO.r07.3AG0231530.1,173,226,311,156,192,70
rna-ELECO.r07.3AG0231540.1,724,680,958,1267,1293,724
MSTRG.15365.2,19,0,30,288,146,188
rna-ELECO.r07.3AG0231550.1,0,0,0,0,36,19
MSTRG.15366.4,0,228,114,143,227,18
MSTRG.15366.2,212,248,215,980,642,601
MSTRG.15366.3,35,89,51,324,360,160
rna-ELECO.r07.3AG0231570.1,47,63,75,742,769,417
rna-ELECO.r07.3AG0231580.1,321,508,377,535,602,291
MSTRG.15370.2,0,0,19,4,2,17
rna-ELECO.r07.3AG0231600.1,11,0,19,7,25,60
MSTRG.15371.1,34,44,73,87,88,66
rna-ELECO.r07.3AG0231610.1,6,0,0,30,6,4
MSTRG.15369.1,748,2361,2745,219,197,174
MSTRG.15369.2,491,328,189,0,0,0
rna-ELECO.r07.3AG0231590.1,568,25,61,0,45,51
MSTRG.15375.1,3,0,67,180,110,15
rna-ELECO.r07.3AG0231700.1,90,0,1,9,114,124
MSTRG.15375.3,2,90,65,17,3,6
MSTRG.15374.1,0,182,0,0,0,0
MSTRG.15374.2,84,167,211,131,70,136
rna-ELECO.r07.3AG0231690.1,407,372,769,476,423,224
MSTRG.15372.3,0,0,0,955,660,148
MSTRG.15372.4,0,1419,0,639,825,0
MSTRG.15372.6,0,0,0,969,819,560
MSTRG.15372.7,0,0,0,469,560,0
MSTRG.15372.8,0,0,4,1107,1470,123
MSTRG.15372.10,0,0,890,0,0,0
MSTRG.15372.11,0,886,48,579,1014,51
MSTRG.15372.12,0,0,1141,1091,636,1039
MSTRG.15372.2,783,0,0,400,1961,2270
MSTRG.15372.1,48,0,199,5239,836,359
MSTRG.15372.5,128,123,0,0,721,0
MSTRG.15372.9,1153,681,540,5679,2518,2821
rna-ELECO.r07.3AG0231670.1,1908,1461,2630,35,90,153
rna-ELECO.r07.3AG0231710.1,638,810,629,1274,1233,968
MSTRG.15377.1,97,116,96,347,235,62
rna-ELECO.r07.3AG0231720.1,62,0,0,66,118,7
MSTRG.15378.3,0,0,0,0,0,161
MSTRG.15378.1,584,430,866,789,1000,550
rna-ELECO.r07.3AG0231740.1,17,388,24,20,19,12
MSTRG.15380.1,10,1,0,6,2,2
rna-ELECO.r07.3AG0231750.1,0,96,52,56,27,14
MSTRG.15379.1,105,0,153,191,187,172
rna-ELECO.r07.3AG0231770.1,150,269,121,236,328,74
rna-ELECO.r07.3AG0231800.1,0,15,0,6,10,8
rna-ELECO.r07.3AG0231780.1,438,383,402,1609,1013,697
rna-ELECO.r07.3AG0231830.1,772,1594,1541,1689,1861,776
rna-ELECO.r07.3AG0231860.1,91,35,24,759,855,440
MSTRG.15388.1,55,173,82,462,177,121
MSTRG.15388.2,5,0,10,24,116,137
MSTRG.15389.1,63,109,141,810,759,505
MSTRG.15390.3,0,33,0,163,119,82
rna-ELECO.r07.3AG0231890.1,0,0,0,126,261,111
MSTRG.15390.2,78,47,83,407,417,279
MSTRG.15390.1,27,58,39,194,93,108
MSTRG.15390.5,2,6,13,66,38,32
rna-ELECO.r07.3AG0231900.1,528,593,412,506,603,394
MSTRG.15391.2,25,25,130,5,4,6
MSTRG.15392.1,0,18,42,19,0,0
MSTRG.15392.2,26,12,28,160,186,108
rna-ELECO.r07.3AG0231910.1,27,6,5,39,21,49
MSTRG.15393.2,0,167,0,60,0,51
rna-ELECO.r07.3AG0231920.1,143,59,240,665,670,465
MSTRG.15396.1,0,5,0,59,70,84
rna-ELECO.r07.3AG0231950.1,0,0,0,4,0,0
rna-ELECO.r07.3AG0231960.1,0,0,0,3,2,1
MSTRG.15397.1,10,106,123,171,236,116
rna-ELECO.r07.3AG0231930.1,16,0,11,20,46,9
rna-ELECO.r07.3AG0231940.1,92,133,198,203,240,125
rna-ELECO.r07.3AG0231980.1,147,201,190,23,27,21
