gene_id,DRR095904,DRR095905,DRR095906,DRR095907,DRR095908,DRR095909
MSTRG.12870,143,139,132,718,438,260
MSTRG.12873,2,0,0,46,86,35
MSTRG.12871,138,91,64,164,167,73
MSTRG.12872,1,26,0,6,4,2
MSTRG.12875,0,11,28,8,21,7
MSTRG.12874,214,479,474,452,449,214
MSTRG.12876,176,188,139,447,434,232
gene-QOZ80_2BG0196340,2,4,0,24,12,4
MSTRG.12877,169,252,243,1628,1353,657
MSTRG.12878,26,83,49,609,336,146
gene-QOZ80_2BG0196360,8,5,0,12,7,7
gene-QOZ80_2BG0196370,14,9,5,0,0,1
MSTRG.12879,420,423,439,348,406,301
MSTRG.12880,132,217,171,818,682,377
MSTRG.12881,432,568,575,388,484,989
MSTRG.12882,196,213,246,371,394,352
MSTRG.12883,45,52,58,103,66,65
MSTRG.12884,22,4,5,2,1,1
gene-QOZ80_2BG0196470,9,0,8,0,0,0
MSTRG.12885,9,5,23,4,8,12
MSTRG.12886,7,0,10,262,184,187
MSTRG.12887,6,20,19,294,249,107
MSTRG.12888,199,176,216,367,422,245
MSTRG.12890,63,81,95,1457,988,725
MSTRG.12889,1058,1139,1320,1128,934,560
MSTRG.12891,640,860,892,3936,2426,1703
gene-QOZ80_2BG0196610,9,9,21,24,45,6
gene-QOZ80_2BG0196620,16,4,7,9,26,9
MSTRG.12894,66,72,37,115,85,56
MSTRG.12895,22,0,35,227,207,116
gene-QOZ80_2BG0196670,10,0,0,7,3,2
MSTRG.12896,1,13,0,76,159,98
MSTRG.12897,8,0,0,0,0,0
MSTRG.12898,112,242,230,365,365,276
MSTRG.12899,1190,1117,1207,180,305,105
MSTRG.12902,27,0,45,231,189,155
MSTRG.12901,356,169,230,335,822,406
MSTRG.12904,0,0,0,12,7,5
MSTRG.12906,0,11,3,1,0,1
MSTRG.12903,12,0,3,8,15,4
MSTRG.12905,17,6,7,11,4,6
MSTRG.12908,0,0,17,15,14,3
MSTRG.12909,5,9,7,17,10,8
MSTRG.12910,301,345,412,2064,1743,1130
gene-QOZ80_2BG0196860,8,7,0,27,21,4
MSTRG.12913,8,15,0,58,43,28
MSTRG.12911,21,50,29,52,54,19
MSTRG.12912,276,358,375,503,450,258
MSTRG.12914,22,5,43,193,114,89
MSTRG.12915,17,0,2,325,344,295
MSTRG.12916,20,10,0,112,122,21
MSTRG.12917,25,6,0,212,213,179
MSTRG.12919,48,75,46,38,32,35
MSTRG.12923,42,149,97,203,180,111
MSTRG.12922,67,109,56,558,476,290
MSTRG.12925,8,5,3,12,17,7
MSTRG.12926,11,7,17,10,13,3
MSTRG.12927,26,46,66,304,405,204
MSTRG.12928,456,718,704,2266,1751,1355
MSTRG.12929,105,143,57,22,32,23
MSTRG.12930,197,419,176,609,636,534
MSTRG.12931,7,16,37,258,322,186
MSTRG.12932,14,49,6,28,45,43
MSTRG.12933,21,30,38,549,506,337
MSTRG.12934,9,16,23,394,312,163
MSTRG.12935,188,331,377,1608,1291,878
MSTRG.12936,197,206,195,1750,1390,858
gene-QOZ80_2BG0197160,15,32,3,60,50,16
MSTRG.12937,12,0,6,247,110,32
MSTRG.12938,140,91,142,2128,2604,1827
MSTRG.12939,81,111,204,390,377,212
MSTRG.12940,194,434,318,1649,1292,828
MSTRG.12941,439,751,706,889,665,501
MSTRG.12942,0,4,27,0,3,4
MSTRG.12943,63,71,60,191,164,134
MSTRG.12944,27,47,19,64,34,9
MSTRG.12946,29,49,2,274,150,75
MSTRG.12947,98,130,110,339,302,207
MSTRG.12948,200,187,315,261,220,200
MSTRG.12949,8,44,38,15,20,8
MSTRG.12950,44,103,69,404,270,131
MSTRG.12951,41,56,38,344,309,180
MSTRG.12954,47,150,33,27,74,59
MSTRG.12952,482,390,624,856,776,563
MSTRG.12955,398,475,667,5551,3003,1073
MSTRG.12956,173,214,177,0,8,2
MSTRG.12958,0,0,9,437,362,306
MSTRG.12957,88,146,114,27,35,18
MSTRG.12959,304,586,424,1263,926,604
MSTRG.12960,13,25,27,0,1,4
MSTRG.12961,134,60,122,0,8,12
MSTRG.12964,35,24,71,514,448,254
MSTRG.12962,2094,470,695,66,231,164
MSTRG.12965,319,472,429,1262,1126,777
MSTRG.12966,257,258,404,693,597,419
MSTRG.12968,116,126,97,55,87,34
MSTRG.12969,79,54,53,279,234,99
MSTRG.12971,0,0,19,89,83,55
MSTRG.12970,1746,2085,2185,2432,2128,1941
MSTRG.12974,251,197,347,549,481,328
MSTRG.12975,718,1245,1194,2012,1996,1285
MSTRG.12976,102,187,161,922,562,438
MSTRG.12977,0,0,7,114,131,48
MSTRG.12979,4,15,4,5,6,5
gene-QOZ80_2BG0197670,9,0,11,9,17,11
MSTRG.12978,1419,1040,901,716,1456,901
MSTRG.12980,841,826,724,237,329,259
MSTRG.12967,59472,77179,83861,2975,4217,7372
MSTRG.12982,7,0,0,29,78,65
MSTRG.12981,620,1293,1354,3136,2473,1667
MSTRG.12984,0,0,8,111,77,45
MSTRG.12985,26,29,27,228,113,45
MSTRG.12983,130,205,219,691,616,314
MSTRG.12989,57,162,150,64,48,21
MSTRG.12987,0,0,13,1005,584,140
MSTRG.12988,651,698,735,2487,1947,1227
MSTRG.12990,204,219,214,908,720,391
MSTRG.12991,20,0,6,0,3,3
MSTRG.12993,7,22,0,9,5,13
MSTRG.12994,14,15,27,256,202,121
MSTRG.12992,283,248,151,1523,1287,327
gene-QOZ80_2BG0197850,6,0,0,20,20,8
MSTRG.12995,5002,3081,2820,594,2621,5377
MSTRG.12996,1457,1733,2127,414,278,290
MSTRG.12997,1442,1925,1712,355,442,526
MSTRG.12998,215,272,235,608,470,301
MSTRG.12999,244,271,175,841,749,517
MSTRG.13000,262,262,325,942,974,585
MSTRG.13001,2077,2072,2407,1761,1663,1561
MSTRG.13002,25,31,29,50,25,35
MSTRG.13004,1567,940,1040,961,1059,639
MSTRG.13005,429,610,601,673,670,436
MSTRG.13007,154,203,224,401,341,238
MSTRG.13006,182,108,132,368,320,189
MSTRG.13008,746,1033,1280,2798,2473,1547
MSTRG.13009,92,79,96,49,89,94
MSTRG.13010,118,114,93,28,10,4
MSTRG.13011,46,72,29,148,148,83
MSTRG.13012,9,9,36,317,224,116
gene-QOZ80_2BG0198060,19,8,28,30,32,15
MSTRG.13015,3,6,0,55,54,48
MSTRG.13016,169,184,246,563,531,414
MSTRG.13019,43,45,107,154,152,95
MSTRG.13018,444,465,776,898,747,563
MSTRG.13020,76,99,104,2975,2352,1650
MSTRG.13021,128,173,142,1809,1540,1049
MSTRG.13022,692,1155,1039,1309,1089,655
MSTRG.13023,114,79,102,271,201,121
MSTRG.13024,937,1697,1581,1253,1197,1097
MSTRG.13026,260,324,264,1086,804,617
MSTRG.13027,77,98,109,293,332,241
MSTRG.13028,13,0,11,0,0,8
MSTRG.13029,0,0,0,50,39,13
MSTRG.13030,415,578,474,1169,1057,739
MSTRG.13032,413,590,535,1732,1570,939
MSTRG.13033,46,16,49,519,327,203
MSTRG.13034,581,823,793,2404,1950,1296
MSTRG.13035,741,1040,972,2064,1633,1154
MSTRG.13036,116,111,72,461,388,204
MSTRG.13038,62,188,158,1955,1348,783
MSTRG.13039,7,0,0,13,10,5
MSTRG.13037,201,194,175,876,787,435
MSTRG.13043,4,0,0,24,25,14
MSTRG.13042,12,0,3,19,15,10
MSTRG.13041,0,13,15,14,26,10
MSTRG.13044,69,84,217,257,188,123
MSTRG.13046,80,157,105,484,405,142
MSTRG.13047,893,1272,1099,5262,3950,3105
MSTRG.13048,131,84,93,852,574,281
MSTRG.13050,52,35,41,239,209,174
MSTRG.13049,334,406,332,523,426,304
MSTRG.13054,17,53,23,322,293,118
MSTRG.13051,74,71,131,341,286,181
MSTRG.13052,182,103,88,728,509,270
MSTRG.13055,90,138,178,767,645,359
MSTRG.13057,11,23,101,420,288,244
MSTRG.13056,326,356,354,918,827,526
MSTRG.13058,466,225,225,187,291,101
MSTRG.13059,59,3,15,137,228,47
MSTRG.13063,43,26,49,83,87,65
MSTRG.13064,10,0,42,78,98,72
MSTRG.13065,456,318,343,843,927,471
MSTRG.13062,13842,14413,15243,6142,6960,4439
MSTRG.13067,101,137,103,390,311,133
MSTRG.13068,6,12,0,19,15,4
MSTRG.13066,643,1090,1249,5459,4506,3190
MSTRG.13069,37,6,7,38,38,18
MSTRG.13070,106,166,260,1373,1284,811
MSTRG.13071,85,33,45,13,32,6
MSTRG.13072,31,48,66,50,50,35
MSTRG.13073,4,43,13,11,0,0
MSTRG.13074,179,136,172,176,206,169
MSTRG.13075,4034,6119,5514,14573,11979,7739
MSTRG.13076,1741,2718,2689,1125,1144,759
MSTRG.13077,201,301,239,116,98,121
MSTRG.13079,3,33,41,2,0,0
MSTRG.13083,9,4,10,28,36,21
MSTRG.13080,43,24,22,81,211,475
MSTRG.13078,1556,1488,2057,1146,645,320
MSTRG.13085,0,10,0,30,18,28
MSTRG.13084,280,395,444,996,738,471
MSTRG.13089,0,15,0,37,68,30
MSTRG.13088,20,39,46,163,140,97
MSTRG.13091,21,76,0,117,119,76
MSTRG.13087,242,235,211,1349,1185,875
MSTRG.13093,606,850,730,943,952,797
MSTRG.13095,88,261,213,757,672,450
MSTRG.13094,412,359,435,1855,1486,1106
MSTRG.13096,203,229,189,443,356,232
MSTRG.13097,158,214,150,845,616,397
MSTRG.13098,250,236,309,1601,1201,783
MSTRG.13099,60,119,56,1272,812,503
MSTRG.13100,107,162,104,460,352,322
MSTRG.13101,682,790,738,3678,3265,2422
MSTRG.13102,451,681,733,3045,2421,1798
MSTRG.13105,20,34,57,613,324,118
MSTRG.13103,134,440,399,1664,1255,981
MSTRG.13106,80,161,101,1964,1933,1313
MSTRG.13107,119,426,286,293,247,280
MSTRG.13108,308,562,379,1347,956,665
MSTRG.13109,20,0,0,0,0,0
MSTRG.13111,72,73,144,639,618,303
MSTRG.13110,459,787,925,1002,1003,614
MSTRG.13113,42,97,106,291,248,173
MSTRG.13114,97,75,74,788,526,319
MSTRG.13112,343,178,107,123,316,161
MSTRG.13115,14,91,39,123,123,113
MSTRG.13116,57,56,45,234,214,141
MSTRG.13118,57,216,184,133,157,118
MSTRG.13119,162,111,116,217,359,185
MSTRG.13120,69,90,63,201,195,146
MSTRG.13122,0,7,7,8,15,9
MSTRG.13121,3,3,9,7,5,6
gene-QOZ80_2BG0199590,2,0,2,3,2,0
MSTRG.13123,256,243,341,1527,1227,688
MSTRG.13124,859,1359,1397,2069,1718,1136
MSTRG.13126,17,27,39,181,176,100
MSTRG.13125,262,354,483,592,597,628
MSTRG.13127,18,0,5,127,123,122
MSTRG.13128,7517,7032,7407,619,960,931
gene-QOZ80_2BG0199730,3,0,0,1,0,1
MSTRG.13133,25,61,79,277,171,128
MSTRG.13134,0,0,13,2,1,0
MSTRG.13132,1368,782,918,614,1118,935
MSTRG.13135,195,247,256,5264,3292,1575
MSTRG.13136,108,81,121,776,674,437
MSTRG.13137,500,723,595,2925,2249,1561
MSTRG.13139,222,264,231,1710,2211,1268
MSTRG.13138,4167,5086,5306,52,87,68
MSTRG.13140,61,78,49,274,284,160
MSTRG.13142,124,143,121,9,19,2
MSTRG.13143,123,139,226,733,514,339
MSTRG.13147,0,0,0,1,0,0
MSTRG.13146,58,61,96,124,190,88
MSTRG.13145,155,169,199,2597,1980,1416
MSTRG.13148,309,352,543,2358,1719,1102
MSTRG.13151,0,6,0,1,0,0
MSTRG.13153,14,0,6,5,7,4
MSTRG.13149,39,0,83,393,293,181
MSTRG.13150,462,535,627,3914,2672,1730
MSTRG.13154,329,637,528,2252,1781,1237
MSTRG.13155,126,128,162,677,564,405
MSTRG.13157,196,294,342,365,337,242
MSTRG.13158,424,401,566,240,464,584
MSTRG.13159,10,0,0,5,2,0
MSTRG.13160,137,88,189,192,202,132
MSTRG.13161,62,118,93,1123,879,284
MSTRG.13162,100,129,56,142,127,76
MSTRG.13163,722,1156,1107,1756,1324,845
MSTRG.13164,339,301,494,1205,963,776
MSTRG.13165,40,86,145,243,240,157
MSTRG.13166,33,48,81,218,214,109
MSTRG.13167,0,0,0,408,252,146
MSTRG.13168,0,0,0,180,57,19
MSTRG.13169,9,22,0,92,89,98
MSTRG.13170,156,128,182,469,390,268
MSTRG.13172,42,47,84,659,578,393
MSTRG.13171,153,209,180,780,542,375
MSTRG.13173,45,22,70,141,165,113
gene-QOZ80_2BG0200460,17,0,0,2,2,0
MSTRG.13177,101,163,179,168,156,109
MSTRG.13176,18,3,0,3,3,7
MSTRG.13178,124,44,44,118,192,55
MSTRG.13179,152,326,139,1488,1297,874
MSTRG.13180,164,262,415,1024,1008,588
MSTRG.13182,43,16,19,317,217,21
MSTRG.13181,40,195,40,125,56,44
MSTRG.13184,22,28,13,252,178,96
MSTRG.13185,38,103,104,446,356,258
MSTRG.13187,13,3,13,18,13,5
MSTRG.13186,44,26,105,451,301,121
MSTRG.13183,1158,1476,1584,2738,2298,1663
gene-QOZ80_2BG0200630,1,0,0,6,3,0
MSTRG.13189,0,22,0,24,31,6
MSTRG.13188,22,0,23,58,44,45
MSTRG.13190,48,15,3,102,68,0
MSTRG.13191,142,162,243,486,377,283
MSTRG.13192,89,139,167,330,310,191
MSTRG.13194,34,32,56,61,74,24
MSTRG.13193,1193,2044,1748,5745,3957,2498
MSTRG.13195,132,166,182,673,478,338
MSTRG.13197,40,23,88,232,244,141
gene-QOZ80_2BG0200770,0,11,6,0,2,0
MSTRG.13196,2187,3686,3721,7764,5450,3531
MSTRG.13198,47,253,190,546,440,261
MSTRG.13199,38,82,74,429,334,226
gene-QOZ80_2BG0200800,6,0,0,7,6,2
MSTRG.13201,11,28,26,77,46,18
MSTRG.13202,36,16,20,3,16,3
MSTRG.13203,13,13,21,22,28,2
MSTRG.13204,160,223,175,79,155,86
MSTRG.13205,993,1445,1439,1033,894,672
MSTRG.13206,72,58,79,14,12,8
MSTRG.13207,2392,3009,3139,1516,1678,790
MSTRG.13209,38,124,80,10,22,9
MSTRG.13208,164,106,175,197,223,135
MSTRG.13210,818,855,826,208,234,224
MSTRG.13230,14,0,0,1,1,0
MSTRG.13233,71,153,175,483,337,234
MSTRG.13234,90,87,111,589,417,217
MSTRG.13235,101,62,85,469,185,122
MSTRG.13236,573,753,1029,3093,2408,1371
gene-QOZ80_2BG0200960,0,0,0,0,0,0
MSTRG.13214,0,0,0,0,1,0
MSTRG.13215,0,0,0,7,8,4
MSTRG.13216,0,0,0,0,0,0
MSTRG.13218,95,216,279,805,716,531
MSTRG.13220,0,0,0,0,0,0
MSTRG.13212,17,26,108,39,138,24
MSTRG.13221,0,0,0,0,3,0
MSTRG.13223,0,0,0,0,0,0
MSTRG.13225,61,84,87,377,311,188
MSTRG.13226,0,4,4,15,0,4
MSTRG.13228,0,5,22,6,5,5
MSTRG.13211,17474,14114,14465,2608,4332,3198
MSTRG.13213,13,13,0,28,27,11
MSTRG.13217,1,0,7,7,10,1
MSTRG.13219,35,20,16,9,11,7
MSTRG.13222,4,2,3,7,6,3
MSTRG.13224,2,0,0,7,2,0
MSTRG.13227,101,127,152,451,430,212
MSTRG.13229,1,0,20,17,23,9
MSTRG.13237,981,1238,1644,557,507,273
MSTRG.13239,36,22,80,403,295,173
MSTRG.13240,7,22,7,132,102,51
gene-QOZ80_2BG0201380,12,4,4,37,32,21
MSTRG.13242,7,12,10,136,117,106
MSTRG.13238,353,386,549,1217,901,685
MSTRG.13244,0,39,23,124,102,54
MSTRG.13245,47,45,17,78,59,27
MSTRG.13243,12,48,52,120,101,81
MSTRG.13247,26,0,0,25,16,9
MSTRG.13248,70,73,64,257,227,122
MSTRG.13249,158,204,222,823,759,522
MSTRG.13251,52,92,101,167,173,102
MSTRG.13252,88,57,80,311,285,156
MSTRG.13254,17,0,4,137,107,30
MSTRG.13253,306,327,448,1090,834,605
MSTRG.13256,24,3,4,298,311,74
MSTRG.13255,0,10,0,99,61,44
MSTRG.13250,11862,14318,13729,1338,1914,1217
MSTRG.13258,17,0,28,200,175,113
MSTRG.13257,2496,2110,2326,1636,2089,953
MSTRG.13259,99,252,262,519,395,276
gene-QOZ80_2BG0201560,5,0,0,46,45,10
MSTRG.13260,23,58,32,108,107,77
MSTRG.13262,39,54,123,147,49,13
MSTRG.13263,81,36,46,233,235,96
MSTRG.13264,51,34,32,391,538,198
MSTRG.13261,2043,1920,2230,1087,1533,1469
MSTRG.13266,0,0,0,0,0,0
MSTRG.13265,15,0,11,7,7,5
MSTRG.13267,69,60,38,4196,3177,1404
MSTRG.13268,41,4,12,21,4,4
MSTRG.13269,95,79,98,84,69,43
MSTRG.13270,230,184,282,1561,1520,948
MSTRG.13271,165,267,161,818,663,317
MSTRG.13274,14,0,0,3,0,3
MSTRG.13272,507,470,563,279,433,203
MSTRG.13276,53,33,24,73,147,67
MSTRG.13277,267,227,290,673,499,377
MSTRG.13278,74,126,100,180,167,85
MSTRG.13279,33,37,10,203,143,83
MSTRG.13280,30,45,39,106,41,14
gene-QOZ80_2BG0201810,0,0,0,11,15,12
gene-QOZ80_2BG0201820,4,9,30,3,9,2
MSTRG.13282,714,607,356,3,4,2
MSTRG.13283,143,113,42,21,22,2
MSTRG.13285,28,54,64,315,348,226
MSTRG.13286,171,230,175,852,615,389
MSTRG.13288,23,5,0,12,28,24
MSTRG.13287,183,129,207,991,634,429
MSTRG.13289,23,3,0,88,89,24
MSTRG.13290,248,245,292,1745,1624,1110
MSTRG.13292,24,25,15,227,156,92
MSTRG.13291,73,94,64,1419,1767,1282
MSTRG.13294,16,90,58,492,652,393
MSTRG.13293,288,417,376,1290,892,579
MSTRG.13296,44,83,88,100,95,65
MSTRG.13295,1990,1319,1695,2658,2012,1035
MSTRG.13297,664,953,977,1819,1481,1089
MSTRG.13298,175,154,167,590,542,393
MSTRG.13299,247,163,167,1520,1148,508
gene-QOZ80_2BG0202140,6,0,0,14,8,11
MSTRG.13300,355,463,333,3295,2276,1349
MSTRG.13301,12,36,17,349,312,196
MSTRG.13303,3772,3691,4527,19705,18879,15953
MSTRG.13304,247,286,384,764,754,436
MSTRG.13307,27,47,78,399,443,304
MSTRG.13306,277,616,388,909,853,636
MSTRG.13309,0,10,0,0,0,0
MSTRG.13310,0,24,29,96,53,23
MSTRG.13308,227,195,128,222,307,137
MSTRG.13311,12,0,14,9,16,10
MSTRG.13312,68,58,21,907,729,479
MSTRG.13313,159,219,178,245,215,110
MSTRG.13316,39,92,82,507,358,380
MSTRG.13314,24,23,17,10,20,7
MSTRG.13315,7647,9759,10873,1625,2195,2054
MSTRG.13317,3984,3940,3334,1541,2443,1599
MSTRG.13318,259,262,315,669,587,344
MSTRG.13320,0,60,0,11,8,16
MSTRG.13319,244,212,202,273,404,254
MSTRG.13321,30,41,27,1064,722,401
MSTRG.13322,39,11,65,255,212,146
MSTRG.13326,21,7,6,207,212,109
MSTRG.13324,165,240,231,1836,1320,882
MSTRG.13327,296,414,437,3093,2384,1544
MSTRG.13329,152,124,145,531,557,365
MSTRG.13330,88,193,186,232,186,188
gene-QOZ80_2BG0202640,8,0,4,0,0,2
MSTRG.13332,21,8,41,48,58,25
MSTRG.13333,4,55,18,56,46,25
MSTRG.13331,450,699,571,2133,1914,1151
MSTRG.13334,76,54,79,451,370,265
MSTRG.13338,12,9,5,31,46,9
MSTRG.13337,399,682,752,2206,1640,1186
MSTRG.13341,18,44,52,120,81,46
MSTRG.13342,5,28,41,60,112,54
MSTRG.13343,34,54,20,484,355,239
MSTRG.13344,354,714,694,885,690,387
MSTRG.13336,0,834,0,350,341,203
MSTRG.13335,8074,9815,12279,3501,3507,2372
MSTRG.13345,163,77,58,38,48,9
MSTRG.13347,2,0,2,231,254,139
MSTRG.13346,1330,1754,1848,2220,1758,1206
MSTRG.13348,46,81,40,239,336,295
MSTRG.13349,6,13,0,15,17,7
MSTRG.13350,40,84,79,621,251,198
MSTRG.13351,130,168,347,242,260,198
MSTRG.13352,151,137,159,67,73,41
MSTRG.13353,145,126,166,210,130,118
MSTRG.13354,13,14,29,38,28,46
MSTRG.13355,185,244,217,712,611,439
MSTRG.13358,17,5,0,4,6,2
MSTRG.13356,77,110,90,658,667,419
MSTRG.13361,0,31,0,724,401,166
MSTRG.13362,18,49,30,38,49,28
MSTRG.13359,232,238,253,2643,2405,1470
MSTRG.13360,9,28,21,601,369,117
MSTRG.13363,41,58,43,34,66,27
MSTRG.13364,5,11,22,286,354,109
MSTRG.13365,48,0,83,236,188,95
MSTRG.13366,146,62,97,1473,1684,770
MSTRG.13367,7,3,2,522,440,55
MSTRG.13368,189,185,267,862,642,445
MSTRG.13369,24,37,35,398,487,279
MSTRG.13370,100,85,96,765,645,462
MSTRG.13372,30,2,1,36,32,24
MSTRG.13373,66,139,225,206,249,177
MSTRG.13374,252,73,104,25,30,28
MSTRG.13376,139,199,250,945,622,419
gene-QOZ80_2BG0203270,0,0,0,16,22,6
MSTRG.13377,70,70,44,274,193,164
MSTRG.13380,70,117,174,7,16,5
gene-QOZ80_2BG0203310,3,12,6,6,8,6
MSTRG.13379,1868,2745,2207,2076,1421,1300
MSTRG.13381,300,523,507,1745,1367,809
MSTRG.13382,2504,3206,5112,3365,3046,1785
MSTRG.13383,121,123,218,732,597,402
MSTRG.13384,110,139,162,1510,1090,570
gene-QOZ80_2BG0203400,7,0,0,0,0,0
MSTRG.13385,63,37,158,473,297,156
MSTRG.13386,40,18,18,12,14,7
MSTRG.13387,125,105,87,279,366,307
MSTRG.13388,31,32,15,76,106,52
MSTRG.13389,52,26,86,302,186,170
MSTRG.13392,0,24,18,87,112,51
MSTRG.13393,7,59,18,86,94,62
MSTRG.13390,76,74,174,738,554,362
MSTRG.13391,56,20,78,216,197,120
MSTRG.13394,21,67,30,294,248,161
MSTRG.13395,237,140,225,900,760,478
MSTRG.13396,61,92,90,931,657,357
MSTRG.13397,153,101,155,1429,1267,946
MSTRG.13398,267,380,412,1191,960,628
MSTRG.13399,474,330,376,1155,673,370
MSTRG.13400,24,0,0,189,183,46
MSTRG.13401,7,17,0,7,3,2
MSTRG.13402,292,492,684,1109,1108,826
MSTRG.13404,0,0,0,22,18,1
MSTRG.13405,30,0,0,0,0,0
MSTRG.13403,663,954,1008,1515,1291,1029
MSTRG.13406,80,111,71,390,415,298
MSTRG.13407,56,66,57,15663,8904,4923
MSTRG.13409,16,48,39,249,214,100
MSTRG.13408,146,178,198,1497,1492,825
MSTRG.13410,149,375,343,1762,1245,934
MSTRG.13413,56,66,65,350,366,226
MSTRG.13414,0,15,9,0,12,2
MSTRG.13411,696,565,784,2103,1483,1307
gene-QOZ80_2BG0203800,1,11,4,22,16,1
MSTRG.13416,106,201,106,140,81,18
MSTRG.13417,161,276,258,496,468,391
MSTRG.13418,107,283,202,935,791,496
gene-QOZ80_2BG0203880,0,0,0,42,46,22
MSTRG.13419,119,146,147,1307,958,605
MSTRG.13422,63,116,61,143,88,51
MSTRG.13420,1199,1502,1850,19660,8615,2817
MSTRG.13423,162,311,296,785,624,436
MSTRG.13424,218,167,273,1128,793,351
gene-QOZ80_2BG0203960,25,17,27,23,16,20
MSTRG.13425,2466,2497,2877,2854,3482,2965
MSTRG.13426,162,242,208,217,265,139
MSTRG.13428,0,46,0,0,0,0
MSTRG.13429,30,34,116,236,203,153
MSTRG.13427,195,241,176,430,392,66
MSTRG.13432,71,77,41,313,235,116
MSTRG.13433,0,0,10,0,0,0
MSTRG.13430,294,74,105,1705,2349,1068
MSTRG.13431,1041,1303,1408,3378,2564,1801
MSTRG.13434,352,403,538,972,799,563
MSTRG.13436,55,12,11,95,179,51
MSTRG.13437,18,22,40,237,193,87
MSTRG.13435,4315,7601,9901,1190,1424,940
gene-QOZ80_2BG0204130,0,0,0,0,8,0
MSTRG.13439,18,15,26,283,228,116
MSTRG.13440,0,0,0,90,61,25
MSTRG.13438,660,831,749,1836,1454,1274
MSTRG.13443,53,106,87,324,322,241
MSTRG.13445,32,32,0,234,203,45
MSTRG.13446,12,0,12,25,39,24
MSTRG.13448,8,0,20,138,64,37
MSTRG.13447,137,242,180,121,70,75
MSTRG.13449,163,315,308,873,701,465
MSTRG.13450,406,427,385,1432,1153,713
MSTRG.13451,667,632,737,2262,1612,1065
MSTRG.13452,228,239,326,985,856,772
MSTRG.13453,50,15,0,189,166,161
MSTRG.13455,134,243,201,621,424,246
MSTRG.13456,96,154,154,379,416,247
MSTRG.13459,2,19,26,372,128,12
MSTRG.13457,4,0,0,80,36,0
MSTRG.13458,0,0,0,2,0,0
gene-QOZ80_2BG0204460,17,0,0,8,18,6
MSTRG.13461,0,0,0,0,0,0
MSTRG.13460,11,0,0,0,2,0
MSTRG.13462,296,316,377,816,420,345
MSTRG.13463,344,505,567,2867,2250,1358
MSTRG.13464,123,100,111,490,530,324
MSTRG.13465,322,629,407,690,708,635
MSTRG.13466,51,22,34,133,137,86
MSTRG.13468,21,0,32,147,124,73
MSTRG.13469,155,157,166,1890,1372,872
MSTRG.13470,55,91,77,347,319,157
gene-QOZ80_2BG0204620,2,0,0,14,16,9
MSTRG.13467,4039,5481,6404,9579,7359,4940
MSTRG.13473,9,0,20,27,41,29
MSTRG.13471,183,169,390,1298,1125,820
MSTRG.13474,14,22,9,35,42,17
MSTRG.13472,29,79,22,74,78,59
MSTRG.13476,0,27,27,20,14,7
MSTRG.13475,252,271,426,783,666,372
MSTRG.13477,67,150,68,343,295,237
MSTRG.13478,88,82,92,530,572,285
MSTRG.13479,167,186,305,1031,793,514
MSTRG.13481,10,0,21,345,188,95
MSTRG.13482,0,0,12,3,3,2
MSTRG.13483,47,93,17,408,498,324
MSTRG.13480,141,140,129,775,603,395
MSTRG.13485,7,0,4,14,20,7
MSTRG.13486,2,0,9,12,8,3
MSTRG.13484,80,32,77,362,373,275
MSTRG.13487,893,874,964,535,421,544
MSTRG.13488,142,50,124,235,223,183
MSTRG.13489,60,55,148,9,6,10
MSTRG.13490,264,491,318,1343,1076,686
MSTRG.13492,14,7,4,35,57,21
MSTRG.13491,593,785,756,1783,1555,947
MSTRG.13493,73,86,93,1432,757,549
MSTRG.13495,12,63,14,481,461,378
MSTRG.13494,229,218,323,480,270,142
MSTRG.13496,64,22,31,191,82,73
MSTRG.13497,276,279,408,846,765,524
MSTRG.13499,20,79,21,0,0,6
MSTRG.13498,84,151,155,354,357,274
MSTRG.13500,37,0,20,26,33,15
MSTRG.13501,302,333,351,319,261,142
MSTRG.13502,287,543,436,890,669,466
MSTRG.13503,16,38,17,63,53,39
MSTRG.13504,221,193,215,677,636,574
MSTRG.13505,52,47,41,11,0,7
MSTRG.13506,62,80,64,102,75,73
MSTRG.13507,16,0,0,36,36,33
MSTRG.13508,398,387,439,1639,1361,1074
MSTRG.13509,420,104,92,908,1502,325
gene-QOZ80_2BG0205180,3,0,0,0,2,1
MSTRG.13510,94,95,11,2787,1489,675
MSTRG.13511,50,58,111,560,660,371
MSTRG.13512,52,19,32,8,5,13
MSTRG.13513,366,486,389,2075,1478,1235
MSTRG.13514,116,187,152,930,748,410
MSTRG.13515,34,24,22,152,185,134
MSTRG.13516,43,78,141,59,42,29
MSTRG.13517,79,196,129,77,102,71
MSTRG.13518,35,69,104,153,206,149
MSTRG.13519,90,87,161,559,558,320
MSTRG.13520,425,711,700,893,657,439
MSTRG.13521,1044,683,1231,4075,2843,1794
MSTRG.13522,18,10,20,167,135,62
MSTRG.13523,13,0,6,0,0,3
MSTRG.13524,875,1150,1598,1635,2013,1152
MSTRG.13525,123,126,112,341,276,206
MSTRG.13526,12,21,8,177,129,78
MSTRG.13527,0,0,0,65,105,49
MSTRG.13528,670,906,822,3342,2420,1482
MSTRG.13530,33,37,19,111,135,43
MSTRG.13529,457,379,626,1003,925,749
MSTRG.13531,164,411,441,774,699,458
MSTRG.13534,91,75,152,1609,1497,986
