transcript_id	baseMean	log2FoldChange_MLE	lfcSE_MLE	stat	pvalue	padj	log2FoldChange_apeglm	lfcSE_apeglm	is_novel_class_u	zero_in_all_controls	ctrl_raw_sum	drt_raw_sum	ctrl_n_nonzero	rank_by_padj
MSTRG.12512.1	78.0610562157635	-0.27995721796437	0.832129444334206	-0.336434697594875	0.736543087934254	0.836300739491586	-0.166152609855752	0.649931889708597	FALSE	FALSE	174	332	3	67741
MSTRG.45236.3	58.9137601359242	0.49417805148752	1.46881095883514	0.336447688189525	0.736533293268601	0.836300739491586	0.16663071474305	0.850149915379496	TRUE	FALSE	95	337	2	67742
MSTRG.12665.1	90.9045685156971	0.133128130470867	0.395775941715241	0.336372468457549	0.736590008134785	0.836341668596066	0.116817474669274	0.36935153091897	TRUE	FALSE	176	480	3	67743
MSTRG.29254.1	9.29805095851511	-0.479432232168282	1.42552463322561	-0.336319850947399	0.736629682022639	0.836374368979324	-0.161656886795416	0.840257769553396	FALSE	FALSE	24	39	2	67744
MSTRG.1310.1	7.49208915041098	-0.431747962558796	1.28412326402472	-0.336220030159413	0.736704949367128	0.836447480854253	-0.165803220190139	0.80976943380971	TRUE	FALSE	18	27	3	67745
rna-ELECO.r07.4BG0344550.1	11.9917279937865	0.293156304823911	0.872048759945661	0.336169625242261	0.736742956881964	0.836478286754791	0.172673055278627	0.667312613799436	FALSE	FALSE	23	68	3	67746
rna-ELECO.r07.6AG0516030.1	31.1215834852942	-0.235888146096348	0.701798911599239	-0.336119281745269	0.736780918726161	0.836509039893429	-0.158739396525111	0.582082689016846	FALSE	FALSE	68	130	3	67747
rna-ELECO.r07.1AG0029730.1	3.05150035513096	-1.01036350719772	3.00715337350708	-0.335986689637777	0.736880903748376	0.836536122939071	-0.101399611237098	0.976044552200701	FALSE	FALSE	9	11	1	67748
rna-ELECO.r07.3AG0223200.1	7.61566724258373	-0.578762481665586	1.72236382505656	-0.336028005956628	0.736849747471497	0.836536122939071	-0.147988892015203	0.890322930333995	FALSE	FALSE	16	30	2	67749
MSTRG.17967.1	54.4149775738842	0.247074093053358	0.735276147476428	0.336028978909966	0.736849013781055	0.836536122939071	0.165645015891669	0.59985588193976	TRUE	FALSE	107	298	3	67750
MSTRG.20398.2	9.71799555172059	-0.506346388734357	1.50668602153045	-0.336066294834291	0.73682087454787	0.836536122939071	-0.158003827683574	0.856206837371461	FALSE	FALSE	24	39	2	67751
rna-ELECO.r07.6AG0535020.1	136.93639622504	0.134469764153361	0.400206722019299	0.336000763492614	0.736870290728215	0.836536122939071	0.117699510748389	0.373178225976958	FALSE	FALSE	263	689	3	67752
MSTRG.35632.1	393.674666629745	-0.171095747928377	0.509158031960666	-0.336036627507419	0.73684324608954	0.836536122939071	-0.135914921589364	0.456595508859092	FALSE	FALSE	873	1950	3	67753
rna-ELECO.r07.5AG0407210.1	6.1780201786118	-0.490181954716188	1.45883555853108	-0.336009053144933	0.736864039568339	0.836536122939071	-0.160997297668168	0.846433418460726	FALSE	FALSE	16	27	2	67754
MSTRG.10317.6	19.6062006420446	-1.09894284641834	3.27176650605459	-0.335886697410919	0.736956308807319	0.83658468356823	-0.0912862667695764	0.983386507978417	FALSE	FALSE	46	48	1	67755
rna-ELECO.r07.3AG0236600.1	87.9626344656878	0.272769384669432	0.812081626798733	0.335889122063631	0.73695448032442	0.83658468356823	0.170489685043853	0.640097215670265	FALSE	FALSE	169	515	3	67756
