transcript_id	log2FC_old	log2FC_new_MLE	in_old_2354	in_new_2422
MSTRG.37117.4	21.765375	6.355844	False	False
rna-ELECO.r07.7AG0565710.1	-3.061344	-2.993932	False	False
MSTRG.37117.1	1.731481	1.731284	False	False
MSTRG.37120.3	1.678891	1.692384	False	False
MSTRG.37120.4	0.156517	0.163324	False	False
MSTRG.37120.6	9.288462	6.541912	False	False
MSTRG.37120.1	1.280660	1.272762	False	False
MSTRG.37120.2	1.419815	1.412110	False	False
MSTRG.37120.5	0.950333	0.936886	False	False
rna-ELECO.r07.7AG0565820.1	8.314989	5.544732	False	False
MSTRG.37122.1	1.379094	1.383252	False	False
MSTRG.37123.1	12.079189	10.074885	False	False
MSTRG.37123.2	0.678142	0.685694	False	False
MSTRG.37125.1	0.652601	0.661272	False	False
MSTRG.37125.2	1.116142	1.118467	False	False
rna-ELECO.r07.7AG0565850.1	9.804561	7.084417	False	False
MSTRG.37125.4	0.169117	0.171392	False	False
MSTRG.37125.3	-0.036477	-0.028425	False	False
MSTRG.37125.5	-1.185360	-1.169154	False	False
MSTRG.37128.1	-0.020282	-0.026078	False	False
MSTRG.37128.2	1.642877	1.641290	False	False
rna-ELECO.r07.7AG0565890.1	3.943744	3.931625	False	False
MSTRG.37127.1	-0.752807	-0.755833	False	False
MSTRG.37126.3	-0.529618	-0.558704	False	False
MSTRG.37126.4	-2.162876	-1.814406	False	False
MSTRG.37126.2	0.240381	0.239858	False	False
MSTRG.37126.1	3.436197	3.363205	True	True
MSTRG.37129.1	-1.973302	-1.944024	False	False
MSTRG.37129.2	0.273546	0.278627	False	False
MSTRG.37129.3	-0.898432	-0.881592	False	False
MSTRG.37130.1	-1.074008	-1.064285	False	False
rna-ELECO.r07.7AG0565910.1	-1.819940	-1.808979	False	False
MSTRG.37131.4	-25.700815	-23.383051	False	False
MSTRG.37131.1	0.896618	0.903280	False	False
MSTRG.37131.2	0.376885	0.384953	False	False
MSTRG.37131.3	0.533234	0.535296	False	False
MSTRG.37132.2	-0.673061	-0.669602	False	False
MSTRG.37132.4	10.689343	7.990404	True	True
MSTRG.37132.5	-2.509882	-2.484553	False	False
MSTRG.37132.1	0.458772	0.456179	False	False
MSTRG.37132.3	1.544732	1.542679	False	False
MSTRG.37132.6	-6.205059	-4.980074	False	False
MSTRG.37133.1	0.788191	0.766066	False	False
MSTRG.37134.1	-2.777936	-2.407939	False	False
MSTRG.37133.2	-0.739724	-0.737971	False	False
MSTRG.37135.1	-1.684830	-1.676656	False	False
MSTRG.37135.2	-0.696035	-0.690455	False	False
MSTRG.37135.3	-1.798056	-1.763086	False	False
MSTRG.37136.1	-0.029084	-0.019168	False	False
MSTRG.37138.3	22.991161	20.970383	False	False
MSTRG.37138.1	-0.759420	-0.754575	False	False
MSTRG.37138.2	-0.381926	-0.377504	False	False
rna-ELECO.r07.7AG0566040.1	-0.498114	-0.505310	False	False
rna-ELECO.r07.7AG0566050.1	1.112480	1.114090	False	False
rna-ELECO.r07.7AG0566070.1	-0.726609	-0.720275	False	False
MSTRG.37142.1	0.654059	0.666443	False	False
rna-ELECO.r07.7AG0566080.1	0.322959	0.323759	False	False
rna-ELECO.r07.7AG0566160.1	0.281009	0.290921	False	False
MSTRG.37144.2	7.239020	6.849025	False	False
MSTRG.37144.4	1.709041	1.704476	False	False
MSTRG.37144.5	0.119499	0.126145	False	False
rna-ELECO.r07.7AG0566200.1	-3.564290	-3.537447	False	False
MSTRG.37144.3	-0.851437	-0.837756	False	False
MSTRG.37145.1	2.286597	2.291494	False	False
rna-ELECO.r07.7AG0566210.1	2.852780	2.855505	False	False
MSTRG.37146.2	-0.758274	-0.741746	False	False
MSTRG.37146.4	23.100297	20.919975	False	False
rna-ELECO.r07.7AG0566270.1	9.121632	7.056580	False	False
MSTRG.37146.1	-1.029016	-1.016666	False	False
MSTRG.37146.3	1.871466	1.844040	False	False
MSTRG.37147.1	10.049642	5.721839	True	False
MSTRG.37147.2	3.063098	2.975174	False	False
rna-ELECO.r07.7AG0566320.1	2.024845	2.017011	False	False
MSTRG.37152.1	0.238978	0.249006	False	False
MSTRG.37152.2	-25.605792	-22.499908	False	False
rna-ELECO.r07.7AG0566330.1	-0.201220	-0.220262	False	False
MSTRG.37152.4	-1.085304	-1.079652	False	False
MSTRG.37152.5	-1.436782	-1.435269	False	False
rna-ELECO.r07.7AG0566340.1	-0.305368	-0.303102	False	False
rna-ELECO.r07.7AG0566350.1	-0.663580	-0.655715	False	False
MSTRG.37155.1	-1.380830	-1.317207	False	False
rna-ELECO.r07.7AG0566360.1	11.375304	6.843488	False	False
MSTRG.37155.2	0.643999	0.651401	False	False
MSTRG.37157.2	0.279328	0.288029	False	False
MSTRG.37157.1	-0.997604	-0.996746	False	False
MSTRG.37158.1	-1.727920	-1.720135	False	False
rna-ELECO.r07.7AG0566510.1	10.712719	7.441416	False	False
MSTRG.37160.2	0.794214	0.804135	False	False
MSTRG.37160.1	0.518094	0.524709	False	False
MSTRG.37162.1	-2.256785	-2.085545	False	False
rna-ELECO.r07.7AG0566530.1	0.724661	0.713699	False	False
MSTRG.37163.1	2.383791	2.387230	False	False
MSTRG.37163.2	-7.018489	-6.774118	False	False
rna-ELECO.r07.7AG0566540.1	-0.146303	-0.137519	False	False
rna-ELECO.r07.7AG0566580.1	-3.614991	-3.471563	False	False
MSTRG.37165.1	-1.397555	-1.385536	False	False
MSTRG.37164.2	-2.440128	-2.433518	False	False
rna-ELECO.r07.7AG0566590.1	0.408243	0.408241	False	False
MSTRG.37167.1	3.134253	3.051582	False	False
MSTRG.37148.1	-4.250093	-4.241981	False	False
rna-ELECO.r07.7AG0566300.1	-4.748612	-4.739214	False	False
MSTRG.37168.1	-1.727566	-1.598194	False	False
MSTRG.37169.1	0.402509	0.439784	False	False
MSTRG.37170.1	-0.308171	-0.286209	False	False
MSTRG.37170.3	-1.808927	-1.806908	False	False
rna-ELECO.r07.7AG0566660.1	-0.575357	-0.582719	False	False
MSTRG.37175.1	1.477542	1.345673	False	False
MSTRG.37176.1	0.821328	0.803677	False	False
MSTRG.37173.2	-1.451296	-1.446727	False	False
rna-ELECO.r07.7AG0566680.1	1.295850	1.299676	False	False
MSTRG.37177.4	7.772671	5.274775	False	False
MSTRG.37177.5	8.638543	6.125832	True	True
MSTRG.37177.6	10.470449	8.350109	True	True
MSTRG.37177.1	0.055126	0.057159	False	False
MSTRG.37177.2	2.625985	2.610109	False	False
MSTRG.37177.3	1.388755	1.363529	False	False
MSTRG.37177.7	-24.730136	-7.449115	False	False
MSTRG.37178.2	10.162441	8.094617	True	True
MSTRG.37178.3	4.412865	3.997677	True	True
MSTRG.37178.1	-0.088674	-0.080198	False	False
rna-ELECO.r07.7AG0566750.1	-0.879354	-0.867521	False	False
MSTRG.37179.1	0.064712	0.075689	False	False
MSTRG.37179.2	1.365723	1.353956	False	False
MSTRG.37179.3	0.189230	0.192657	False	False
MSTRG.37181.1	-0.879449	-0.871877	False	False
rna-ELECO.r07.7AG0566790.1	-1.024203	-0.998774	False	False
MSTRG.37183.1	-3.570053	-3.139787	False	False
MSTRG.37188.1	-0.983209	-0.941275	False	False
MSTRG.37185.1	-3.085205	-2.679534	False	False
rna-ELECO.r07.7AG0566810.1	-1.765584	-1.738368	False	False
MSTRG.37190.1	0.735720	0.743124	False	False
rna-ELECO.r07.7AG0566870.1	2.719226	2.557831	False	False
MSTRG.37192.1	1.335345	1.268732	False	False
rna-ELECO.r07.7AG0566900.1	2.716851	2.702490	False	False
MSTRG.37191.1	0.329577	0.324494	False	False
MSTRG.37193.1	0.540826	0.547908	False	False
rna-ELECO.r07.7AG0566920.1	1.481179	1.464833	False	False
MSTRG.37198.1	3.188043	3.013753	True	True
rna-ELECO.r07.7AG0567000.1	3.396244	3.276148	False	False
MSTRG.37201.1	1.227465	1.202561	False	False
rna-ELECO.r07.7AG0566940.1	-1.622669	-1.697172	False	False
MSTRG.37196.1	0.588292	0.593109	False	False
rna-ELECO.r07.7AG0566930.1	-0.063796	-0.054195	False	False
MSTRG.37202.1	-0.235681	-0.218647	False	False
rna-ELECO.r07.7AG0567010.1	0.594734	0.600205	False	False
rna-ELECO.r07.7AG0567020.1	2.570929	2.578782	False	False
rna-ELECO.r07.7AG0567030.1	4.673371	4.392860	False	False
MSTRG.37204.1	0.484692	0.491810	False	False
MSTRG.37205.2	-0.246498	-0.251460	False	False
MSTRG.37205.1	-1.330822	-1.322910	False	False
rna-ELECO.r07.7AG0567040.1	-2.353794	-2.317583	False	False
MSTRG.37206.1	0.467763	0.417837	False	False
MSTRG.37211.2	-0.666345	-0.652434	False	False
MSTRG.37210.1	0.140886	0.142090	False	False
MSTRG.37211.1	0.361383	0.353752	False	False
MSTRG.37215.3	9.417790	6.025289	True	True
MSTRG.37215.4	9.365208	6.100160	True	True
MSTRG.37215.6	-4.341314	-3.504432	False	False
MSTRG.37215.1	-0.474872	-0.483125	False	False
MSTRG.37215.2	0.455589	0.460318	False	False
MSTRG.37215.5	1.645344	1.651370	True	True
MSTRG.37214.1	-0.435252	-0.428239	False	False
MSTRG.37214.2	-0.083443	-0.087289	False	False
MSTRG.37212.1	-1.615137	-1.642915	False	False
MSTRG.37213.1	-1.152521	-1.085230	False	False
MSTRG.37216.2	10.007946	7.005633	False	False
rna-ELECO.r07.7AG0567240.1	8.868715	5.747757	False	False
MSTRG.37216.1	0.196421	0.192518	False	False
MSTRG.37219.4	-3.535555	-3.423391	False	False
MSTRG.37219.5	-2.078063	-2.043933	False	False
MSTRG.37219.1	-0.365269	-0.353024	False	False
MSTRG.37219.3	-9.402834	-8.970776	False	False
rna-ELECO.r07.7AG0567290.1	3.553682	1.557659	False	False
MSTRG.37220.2	-0.884137	-0.847522	False	False
MSTRG.37220.1	0.290013	0.293135	False	False
MSTRG.37220.4	-0.729925	-0.727626	False	False
MSTRG.37221.1	-0.578417	-0.570372	False	False
rna-ELECO.r07.7AG0567300.1	4.293586	4.285681	False	False
MSTRG.37223.1	0.248079	0.256631	False	False
rna-ELECO.r07.7AG0567330.1	1.048856	1.063560	False	False
rna-ELECO.r07.7AG0567350.1	0.142797	0.150680	False	False
MSTRG.37227.1	2.499659	2.447656	True	True
rna-ELECO.r07.7AG0567370.1	-0.181599	-0.175385	False	False
MSTRG.37229.1	1.067258	1.063314	False	False
rna-ELECO.r07.7AG0567400.1	1.710192	1.700098	False	False
rna-ELECO.r07.7AG0567410.1	10.134760	7.748613	False	False
MSTRG.37230.4	-4.851042	-4.269104	False	False
MSTRG.37230.1	0.315939	0.310921	False	False
MSTRG.37230.3	-1.268697	-1.218634	False	False
MSTRG.37231.1	3.570434	3.557933	False	False
rna-ELECO.r07.7AG0567470.1	-1.080594	-0.612767	False	False
MSTRG.37231.2	-1.406125	-1.402985	False	False
MSTRG.37231.4	-0.138833	-0.145478	False	False
MSTRG.37231.5	-4.820207	-4.497461	False	False
rna-ELECO.r07.7AG0567530.1	1.872984	1.878615	False	False
rna-ELECO.r07.7AG0567550.1	2.760811	2.722025	False	False
MSTRG.37234.3	-1.369977	-1.338117	False	False
MSTRG.37234.1	-0.951066	-0.940368	False	False
rna-ELECO.r07.7AG0567540.1	-0.287462	-0.285894	False	False
rna-ELECO.r07.7AG0567650.1	-2.123472	-2.111326	False	False
MSTRG.37239.1	1.793616	1.737525	True	True
MSTRG.37241.1	2.619161	2.623683	False	False
MSTRG.37241.2	-0.490415	-0.482886	False	False
MSTRG.37241.3	-3.318277	-3.276321	False	False
MSTRG.37241.4	-3.222253	-3.205778	False	False
MSTRG.37242.1	0.234971	0.238723	False	False
MSTRG.37243.1	2.002445	2.008574	False	False
rna-ELECO.r07.7AG0567820.1	1.068405	1.062504	False	False
MSTRG.37244.1	2.100819	2.097482	True	True
MSTRG.37247.1	3.271420	3.046283	False	False
MSTRG.37246.1	3.114135	3.047056	False	False
rna-ELECO.r07.7AG0567830.1	6.315763	6.224863	False	False
MSTRG.37246.2	-0.581304	-0.577973	False	False
MSTRG.37246.3	-26.138671	-22.056461	False	False
MSTRG.37248.1	1.672142	1.657577	False	False
rna-ELECO.r07.7AG0567850.1	1.215963	1.198120	False	False
rna-ELECO.r07.7AG0567880.1	0.798282	0.801557	False	False
MSTRG.37249.2	1.255667	1.264434	False	False
MSTRG.37250.2	-0.779652	-0.769280	False	False
rna-ELECO.r07.7AG0567860.1	-1.962917	-1.951092	False	False
MSTRG.37250.1	1.910832	1.909982	False	False
rna-ELECO.r07.7AG0567870.1	0.764387	0.761116	False	False
rna-ELECO.r07.7AG0567890.1	-2.795876	-2.786030	False	False
rna-ELECO.r07.7AG0567910.1	0.749643	0.750581	False	False
rna-ELECO.r07.7AG0567930.1	0.732313	0.684739	False	False
rna-ELECO.r07.7AG0567900.1	-0.113020	-0.103993	False	False
MSTRG.37255.2	-6.221096	-4.912017	False	False
rna-ELECO.r07.7AG0567940.1	-0.501839	-0.493349	False	False
MSTRG.37256.1	-0.041103	-0.031082	False	False
rna-ELECO.r07.7AG0567950.1	0.769928	0.777324	False	False
rna-ELECO.r07.7AG0567980.1	0.557799	0.566078	False	False
rna-ELECO.r07.7AG0567990.1	0.396847	0.404891	False	False
rna-ELECO.r07.7AG0568000.1	1.108373	1.117856	False	False
MSTRG.37260.3	-2.178981	-2.056994	False	False
MSTRG.37260.1	1.829904	1.833013	True	True
MSTRG.37260.2	-1.404224	-1.385307	False	False
rna-ELECO.r07.7AG0568040.1	0.057913	0.066202	False	False
MSTRG.37263.1	-0.941609	-0.922851	False	False
rna-ELECO.r07.7AG0568070.1	-1.525166	-1.413650	False	False
rna-ELECO.r07.7AG0568050.1	0.015763	-0.148386	False	False
MSTRG.37262.1	0.926896	0.926719	False	False
MSTRG.37264.1	0.057491	0.065656	False	False
MSTRG.37264.2	1.909243	1.842455	False	False
rna-ELECO.r07.7AG0568100.1	1.411222	1.404410	False	False
MSTRG.37265.2	-0.731810	-0.723539	False	False
MSTRG.37265.1	0.500933	0.509376	False	False
rna-ELECO.r07.7AG0568150.1	0.209837	0.213449	False	False
MSTRG.37266.6	1.939327	1.941014	False	False
MSTRG.37266.2	-0.251722	-0.243429	False	False
MSTRG.37266.1	-0.389766	-0.379040	False	False
MSTRG.37266.4	-1.095981	-1.089479	False	False
MSTRG.37266.5	-0.112075	-0.106008	False	False
MSTRG.37266.3	-1.552325	-1.544508	False	False
MSTRG.37266.7	-1.997820	-1.982450	False	False
rna-ELECO.r07.7AG0568130.1	0.765017	0.767877	False	False
rna-ELECO.r07.7AG0568190.1	11.038295	7.838560	False	False
MSTRG.37271.2	9.360456	6.037532	False	False
MSTRG.37270.1	0.928499	0.923538	False	False
MSTRG.37268.1	-5.761612	-4.869468	False	False
rna-ELECO.r07.7AG0568160.1	-6.771717	-6.597921	False	False
rna-ELECO.r07.7AG0568220.1	-1.387832	-1.381413	False	False
MSTRG.37272.2	-0.940773	-0.927869	False	False
rna-ELECO.r07.7AG0568240.1	-0.973841	-0.968060	False	False
rna-ELECO.r07.7AG0568260.1	2.050002	1.987694	False	False
rna-ELECO.r07.7AG0568270.1	-0.703232	-0.696293	False	False
rna-ELECO.r07.7AG0568330.1	-1.890248	-1.880280	False	False
MSTRG.37276.1	-2.714246	-2.663864	False	False
MSTRG.37277.1	-1.359827	-1.354703	False	False
MSTRG.37277.2	-1.275391	-1.269539	False	False
MSTRG.37277.3	-1.687755	-1.679708	False	False
MSTRG.37277.4	-0.842960	-0.836642	False	False
MSTRG.37277.5	-0.402977	-0.405983	False	False
MSTRG.37277.6	-1.597038	-1.593765	False	False
MSTRG.37279.1	0.016326	0.024042	False	False
rna-ELECO.r07.7AG0568340.1	-0.823749	-0.834283	False	False
rna-ELECO.r07.7AG0568370.1	-1.052248	-1.045704	False	False
rna-ELECO.r07.7AG0568350.1	-4.696769	-4.672799	False	False
rna-ELECO.r07.7AG0568390.1	-0.008573	-0.004840	False	False
MSTRG.37282.1	-5.149182	-5.110608	False	False
rna-ELECO.r07.7AG0568400.1	-4.214719	-4.179053	False	False
rna-ELECO.r07.7AG0568410.1	-2.738322	-2.669551	False	False
MSTRG.37284.1	-0.930355	-0.871818	False	False
rna-ELECO.r07.7AG0568450.1	2.055874	2.062151	False	False
MSTRG.37286.1	-0.056039	-0.049398	False	False
MSTRG.37287.1	2.542022	2.551261	False	False
rna-ELECO.r07.7AG0568480.1	5.345442	5.201792	False	False
rna-ELECO.r07.7AG0568500.1	9.400839	6.980333	False	False
MSTRG.37288.1	0.215865	0.224934	False	False
MSTRG.37288.2	1.623312	1.614474	False	False
rna-ELECO.r07.7AG0568510.1	11.283528	7.956108	False	False
MSTRG.37289.1	2.803959	2.789706	False	False
MSTRG.37290.1	-0.892990	-0.880139	False	False
MSTRG.37291.3	9.374145	5.910906	True	False
MSTRG.37291.4	9.066960	6.473618	True	True
MSTRG.37291.5	1.078406	1.119102	False	False
MSTRG.37291.7	9.467745	6.070168	True	True
MSTRG.37291.8	0.325693	0.353376	False	False
MSTRG.37291.1	-0.125221	-0.116662	False	False
MSTRG.37291.2	4.360294	4.363948	False	False
MSTRG.37291.6	1.712896	1.711006	False	False
MSTRG.37293.2	0.287562	0.282134	False	False
rna-ELECO.r07.7AG0568540.1	0.939996	0.949546	False	False
MSTRG.37294.1	1.345118	1.335057	False	False
MSTRG.37295.1	1.297768	1.287212	False	False
MSTRG.37296.1	4.495571	4.479028	True	True
rna-ELECO.r07.7AG0568590.1	0.117142	0.125171	False	False
rna-ELECO.r07.7AG0568650.1	8.515913	5.641098	False	False
MSTRG.37298.1	-0.434108	-0.424689	False	False
rna-ELECO.r07.7AG0568630.1	0.655173	0.637567	False	False
MSTRG.37299.1	0.961429	0.965328	False	False
rna-ELECO.r07.7AG0568640.1	0.924169	0.885976	False	False
MSTRG.37298.4	-2.480338	-2.361814	False	False
MSTRG.37300.1	12.317298	9.548516	False	False
rna-ELECO.r07.7AG0568660.1	-4.969490	-4.904635	False	False
MSTRG.37302.1	2.076718	2.038049	False	False
MSTRG.37301.1	-0.152620	-0.152890	False	False
rna-ELECO.r07.7AG0568670.1	-0.377096	-0.366843	False	False
MSTRG.37304.1	-2.032199	-2.015885	False	False
rna-ELECO.r07.7AG0568710.1	-4.603404	-4.098320	False	False
MSTRG.37306.2	11.212650	8.853003	True	True
MSTRG.37306.1	3.187517	3.124333	True	True
rna-ELECO.r07.7AG0568740.1	-0.641749	-0.631958	False	False
MSTRG.37308.2	0.022960	0.027707	False	False
rna-ELECO.r07.7AG0568750.1	-10.903755	-7.399256	False	False
MSTRG.37308.3	-5.026399	-4.371168	False	False
MSTRG.37308.4	0.007989	0.037832	False	False
rna-ELECO.r07.7AG0568840.1	-11.406359	-8.362169	False	False
MSTRG.37311.1	-7.119458	-6.566416	False	False
MSTRG.37310.3	-3.839326	-3.431909	False	False
rna-ELECO.r07.7AG0568850.1	0.908264	0.914066	False	False
MSTRG.37310.2	-1.152776	-1.169254	False	False
MSTRG.37312.1	-14.315395	-8.609829	False	False
rna-ELECO.r07.7AG0568720.1	-3.141425	-3.131294	False	False
rna-ELECO.r07.7AG0568870.1	0.450108	0.440375	False	False
MSTRG.37314.1	-0.116795	-0.107970	False	False
rna-ELECO.r07.7AG0568890.1	1.762798	1.758145	False	False
MSTRG.37315.1	0.786447	0.794174	False	False
rna-ELECO.r07.7AG0568960.1	1.279907	1.114043	False	False
MSTRG.37316.2	-10.422067	-5.462376	False	False
MSTRG.37317.2	10.071402	7.963732	True	True
MSTRG.37317.6	2.509129	2.505856	False	False
MSTRG.37317.7	-2.363764	-2.202090	False	False
MSTRG.37317.3	0.116194	0.118426	False	False
MSTRG.37317.1	0.918157	0.924212	False	False
MSTRG.37317.4	-1.392654	-1.380770	False	False
MSTRG.37317.5	1.001557	1.007497	False	False
rna-ELECO.r07.7AG0569060.1	-0.216664	-0.201037	False	False
MSTRG.37318.4	-4.747045	-4.461092	False	False
MSTRG.37318.1	0.378313	0.380735	False	False
MSTRG.37318.2	-0.230287	-0.219015	False	False
rna-ELECO.r07.7AG0569080.1	8.718349	6.402918	False	False
MSTRG.37321.1	-25.654439	-6.040667	False	False
MSTRG.37320.1	1.452071	1.451639	False	False
MSTRG.37320.2	-0.336969	-0.325539	False	False
MSTRG.37322.1	-12.149894	-6.559314	False	False
MSTRG.37325.1	0.716446	0.725263	False	False
MSTRG.37325.2	1.828172	1.834606	False	False
rna-ELECO.r07.7AG0569120.1	2.759155	2.755423	False	False
MSTRG.37327.1	2.462003	2.457398	False	False
MSTRG.37326.1	0.282626	0.288984	False	False
rna-ELECO.r07.7AG0569110.1	1.128322	1.103951	False	False
rna-ELECO.r07.7AG0569070.1	-3.428555	-3.419632	False	False
MSTRG.37328.1	2.733835	2.656535	False	False
MSTRG.37328.2	22.849238	20.286511	False	False
MSTRG.37328.3	-0.279701	-0.270801	False	False
rna-ELECO.r07.7AG0569130.1	1.937570	1.926536	False	False
MSTRG.37329.1	-1.464560	-1.445889	False	False
MSTRG.37329.2	-2.041996	-2.009547	False	False
MSTRG.37329.3	-0.654489	-0.650900	False	False
MSTRG.37329.4	-0.477755	-0.482738	False	False
MSTRG.37331.4	-2.704717	-2.524646	False	False
MSTRG.37331.1	0.736056	0.699608	False	False
MSTRG.37331.3	0.847157	0.820570	False	False
rna-ELECO.r07.7AG0569190.1	1.651618	1.648092	False	False
rna-ELECO.r07.7AG0569200.1	8.683065	5.126222	False	False
MSTRG.37334.1	3.542638	3.445882	False	False
MSTRG.37335.1	3.256355	3.226500	False	False
rna-ELECO.r07.7AG0569210.1	2.542964	2.535959	False	False
MSTRG.37337.1	2.939720	2.922260	True	True
rna-ELECO.r07.7AG0569250.1	10.838263	7.729876	False	False
MSTRG.37338.1	0.245782	0.247053	False	False
MSTRG.37330.3	10.683374	8.198613	False	False
MSTRG.37330.4	-5.391064	-5.332492	False	False
MSTRG.37330.2	0.037972	0.047230	False	False
MSTRG.37330.1	0.527444	0.533952	False	False
MSTRG.37339.1	2.134790	2.130907	False	False
rna-ELECO.r07.7AG0569280.1	0.539073	0.541006	False	False
MSTRG.37340.1	1.022741	1.017251	False	False
rna-ELECO.r07.7AG0569290.1	4.549564	4.516957	False	False
MSTRG.37341.1	0.231092	0.232983	False	False
rna-ELECO.r07.7AG0569320.1	-4.532493	-4.521510	False	False
MSTRG.37343.1	10.725727	7.574650	True	True
MSTRG.37345.1	11.454162	7.439450	True	False
MSTRG.37345.2	11.077140	7.898668	True	True
MSTRG.37346.1	1.960799	1.880983	True	True
rna-ELECO.r07.7AG0569390.1	8.077663	4.187345	False	False
MSTRG.37344.1	1.256407	1.255026	False	False
rna-ELECO.r07.7AG0569430.1	4.797135	4.616010	False	False
MSTRG.37348.1	1.617672	1.601847	False	False
rna-ELECO.r07.7AG0569500.1	1.098060	1.067062	False	False
rna-ELECO.r07.7AG0569550.1	1.595152	1.594837	False	False
MSTRG.37350.2	-3.614837	-3.515734	False	False
MSTRG.37350.1	-1.713348	-1.693264	False	False
rna-ELECO.r07.7AG0569560.1	-1.078230	-1.048123	False	False
MSTRG.37353.1	-1.061227	-1.116552	False	False
rna-ELECO.r07.7AG0569580.1	3.253353	3.243832	False	False
rna-ELECO.r07.7AG0569570.1	-1.209352	-1.195454	False	False
MSTRG.37354.1	-1.686575	-1.673936	False	False
MSTRG.37355.1	-4.402004	-4.315809	False	False
rna-ELECO.r07.7AG0569600.1	-2.098248	-2.080606	False	False
rna-ELECO.r07.7AG0569610.1	4.015101	2.275975	False	False
MSTRG.37357.2	-0.725047	-0.714834	False	False
rna-ELECO.r07.7AG0569640.1	-0.974616	-0.964087	False	False
MSTRG.37358.1	0.035264	0.041372	False	False
MSTRG.37359.1	-0.515937	-0.472049	False	False
rna-ELECO.r07.7AG0569650.1	1.562066	1.565392	False	False
rna-ELECO.r07.7AG0569670.1	-5.434880	-5.421485	False	False
MSTRG.37363.1	-0.479307	-0.472314	False	False
rna-ELECO.r07.7AG0569700.1	4.044869	4.002030	False	False
MSTRG.37364.2	-1.524657	-1.471747	False	False
MSTRG.37365.1	0.331278	0.328351	False	False
rna-ELECO.r07.7AG0569680.1	-7.427859	-7.355511	False	False
rna-ELECO.r07.7AG0569780.1	-1.445193	-1.430651	False	False
MSTRG.37368.1	-1.203102	-1.199718	False	False
MSTRG.37369.1	-7.973411	-7.732254	False	False
rna-ELECO.r07.7AG0569790.1	-14.586980	-11.142817	False	False
MSTRG.37370.2	-0.271288	-0.271248	False	False
rna-ELECO.r07.7AG0569810.1	0.965466	0.925697	False	False
MSTRG.37370.3	-4.625066	-4.540387	False	False
MSTRG.37371.1	0.324967	0.331031	False	False
MSTRG.37372.4	-0.330490	-0.329556	False	False
MSTRG.37372.5	0.444770	0.440608	False	False
MSTRG.37372.7	11.982451	10.008573	True	True
MSTRG.37372.8	-3.996303	-3.834799	False	False
MSTRG.37372.1	-2.160270	-2.145365	False	False
MSTRG.37372.3	-0.781959	-0.775497	False	False
MSTRG.37372.6	0.494326	0.493961	False	False
MSTRG.37373.2	-13.359327	-9.171182	False	False
rna-ELECO.r07.7AG0569910.1	-5.024078	-5.022206	False	False
rna-ELECO.r07.7AG0569980.1	7.838849	4.035939	False	False
MSTRG.37376.1	1.141777	1.149334	False	False
rna-ELECO.r07.7AG0569990.1	11.309232	8.636625	False	False
MSTRG.37377.1	1.088209	1.093283	False	False
MSTRG.37378.1	0.498097	0.492803	False	False
rna-ELECO.r07.7AG0570000.1	-2.493175	-2.447337	False	False
rna-ELECO.r07.7AG0570010.1	0.558522	0.349948	False	False
MSTRG.37379.1	-2.661409	-2.513210	False	False
rna-ELECO.r07.7AG0569970.1	1.875130	1.884334	False	False
rna-ELECO.r07.7AG0570020.1	1.495802	1.495337	False	False
MSTRG.37380.1	-0.654550	-0.644945	False	False
MSTRG.37382.1	1.515579	1.506582	False	False
rna-ELECO.r07.7AG0570050.1	0.698042	0.550854	False	False
MSTRG.37383.1	0.301784	0.309130	False	False
rna-ELECO.r07.7AG0570080.1	-0.513898	-0.509749	False	False
rna-ELECO.r07.7AG0570130.1	-2.275915	-2.226700	False	False
rna-ELECO.r07.7AG0570090.1	1.115963	1.113039	False	False
rna-ELECO.r07.7AG0570140.1	-0.682592	-0.650365	False	False
MSTRG.37388.1	0.837895	0.795201	False	False
MSTRG.37389.1	1.168626	1.062242	False	False
MSTRG.37390.1	-5.878161	-4.895569	False	False
MSTRG.37392.2	-0.803550	-0.793583	False	False
MSTRG.37392.4	1.083163	1.083911	False	False
MSTRG.37392.1	0.088765	0.088247	False	False
MSTRG.37392.3	-1.140253	-1.128471	False	False
MSTRG.37392.5	-0.420626	-0.425083	False	False
rna-ELECO.r07.7AG0570200.1	-2.847888	-2.840753	False	False
rna-ELECO.r07.7AG0570290.1	-1.111004	-1.070495	False	False
MSTRG.37397.2	9.930298	6.734979	False	False
MSTRG.37397.3	2.662154	2.658751	False	False
MSTRG.37397.1	0.828680	0.823578	False	False
rna-ELECO.r07.7AG0570300.1	1.437372	1.464964	False	False
rna-ELECO.r07.7AG0570310.1	2.946839	2.926762	False	False
MSTRG.37399.1	0.379814	0.376292	False	False
rna-ELECO.r07.7AG0570360.1	0.888287	0.886607	False	False
MSTRG.37400.1	0.853614	0.849035	False	False
rna-ELECO.r07.7AG0570390.1	1.148709	1.106677	False	False
rna-ELECO.r07.7AG0570370.1	-1.036216	-1.022818	False	False
rna-ELECO.r07.7AG0570420.1	0.407624	0.383072	False	False
rna-ELECO.r07.7AG0570410.1	-0.111990	-0.099851	False	False
rna-ELECO.r07.7AG0570440.1	2.274759	2.216182	False	False
rna-ELECO.r07.7AG0570460.1	4.444471	4.165775	False	False
MSTRG.37407.1	0.175440	0.181242	False	False
rna-ELECO.r07.7AG0570470.1	2.637535	2.591079	False	False
